artist,cprog,C_1,C_2,C_3,C_4,song,energy,genres,key,popularity,release_date,tempo,valence,release_year
Jimmy Eat World,6.1.5.6,6,1 ,5  ,6   ,The Authority Song,0.854,"[u'alternative rock', u'emo', u'neo mellow', u'pop christmas', u'pop punk', u'pop rock', u'post-grunge', u'punk christmas']",11,37,2001-01-01,124.162,0.488,2001
Judas Priest,6.1.5.6,6,1 ,5  ,6   ,Breaking The Law,0.961,"[u'album rock', u'alternative metal', u'classic rock', u'groove metal', u'hard rock', u'metal', u'power metal', u'rock', u'speed metal']",2,61,1980,164.019,0.474,1980
Knife Party,6.1.5.6,6,1 ,5  ,6   ,Fire Hive,0.98,"[u'australian dance', u'bass trap', u'big room', u'brostep', u'catstep', u'complextro', u'edm', u'electro house', u'electronic trap', u'moombahton']",1,43,2012-08-01,140.091,0.622,2012
Luc Arbogast,6.1.5.6,6,1 ,5  ,6   ,Nausicaa,0.154,"[u'anime', u'anime score', u'scorecore', u'soundtrack']",5,39,2006-09-25,84.028,0.113,2006
Lynyrd Skynyrd,6.1.5.6,6,1 ,5  ,6   ,Simple Man,0.767,"[u'album rock', u'blues-rock', u'classic rock', u'country rock', u'hard rock', u'heavy christmas', u'mellow gold', u'rock', u'roots rock', u'southern rock']",6,60,1973,120.539,0.438,1973
Madonna,6.1.5.6,6,1 ,5  ,6   ,La Isla Bonita,0.832,"[u'dance pop', u'europop', u'new wave pop', u'pop', u'pop rock']",1,57,2009-09-18,99.953,0.968,2009
Madonna,6.1.5.6,6,1 ,5  ,6   ,Devil Pray,0.642,"[u'dance pop', u'europop', u'new wave pop', u'pop', u'pop rock']",7,37,2015-03-10,107.023,0.376,2015
Marlon Roudette,6.1.5.6,6,1 ,5  ,6   ,New Age,0.91,"[u'alternative dance', u'alternative rock', u'britpop', u'dance rock', u'electronic', u'indie rock', u'madchester', u'new romantic', u'new wave', u'new wave pop', u'permanent wave', u'post-punk', u'rock', u'synthpop', u'uk post-punk']",2,58,1983-05-02,161.964,0.749,1983
Mausland Band,6.1.5.6,6,1 ,5  ,6   ,Aggressive Alpine Skiing,0.75,[],9,5,2007-11-28,146.971,0.949,2007
Michael Walthius,6.1.5.6,6,1 ,5  ,6   ,Dreaming in Stereo - Under The Moon,0.627,[],8,0,2008-01-01,128.014,0.707,2008
Miley Cyrus,6.1.5.6,6,1 ,5  ,6   ,Jolene,0.537,"[u'country', u'country christmas', u'country dawn']",1,67,1974,110.578,0.815,1974
Muse,6.1.5.6,6,1 ,5  ,6   ,Dead Inside,0.758,"[u'alternative rock', u'indie rock', u'permanent wave', u'piano rock', u'post-grunge', u'rock']",8,61,2015-06-04,100.005,0.61,2015
Nightwish,6.1.5.6,6,1 ,5  ,6   ,Last Of the Wilds,0.774,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",9,31,2007-08-15,137.636,0.0583,2007
Nightwish,6.1.5.6,6,1 ,5  ,6   ,Over the Hills and Far Away,0.691,"[u'album rock', u'alternative rock', u'british blues', u'classic rock', u'hard rock', u'rock', u'singer-songwriter']",7,47,1973-03-28,96.95,0.202,1973
Nightwish,6.1.5.6,6,1 ,5  ,6   ,Ever Dream,0.624,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'pop', u'singer-songwriter']",0,47,2014-09-09,87.565,0.248,2014
Nightwish,6.1.5.6,6,1 ,5  ,6   ,Amaranth,0.874,"[u'finnish metal', u'gothic metal', u'gothic symphonic metal', u'power metal', u'symphonic metal']",2,43,2007-08-15,127.961,0.326,2007
Nine Inch Nails,6.1.5.6,6,1 ,5  ,6   ,The Perfect Drug,0.884,"[u'alternative metal', u'alternative rock', u'electronic', u'funk rock', u'industrial', u'industrial metal', u'industrial rock', u'nu metal', u'post-grunge', u'rock']",5,43,1997-01-01,149.025,0.291,1997
OMI,6.1.5.6,6,1 ,5  ,6   ,Hula Hoop,0.843,"[u'dance pop', u'pop', u'tropical house']",10,57,2015-10-16,121.973,0.545,2015
Ozzy Osbourne,6.1.5.6,6,1 ,5  ,6   ,Crazy Train,0.92,"[u'album rock', u'alternative metal', u'alternative rock', u'classic rock', u'groove metal', u'hard rock', u'metal', u'post-grunge', u'rock']",9,67,1980-09-20,137.781,0.456,1980
Pearl Jam,6.1.5.6,6,1 ,5  ,6   ,Indifference,0.28,"[u'alternative metal', u'alternative rock', u'funk rock', u'grunge', u'hard rock', u'nu metal', u'permanent wave', u'pop rock', u'post-grunge', u'rock']",2,46,1993-10-19,102.221,0.258,1993
Pegboard Nerds and Tristam,6.1.5.6,6,1 ,5  ,6   ,Razor Sharp,0.909,"[u'bass trap', u'big room', u'brostep', u'catstep', u'complextro', u'edm', u'electro house', u'electronic trap', u'glitch', u'tracestep', u'zapstep']",9,54,2013-06-10,110.007,0.357,2013
Pink Floyd,6.1.5.6,6,1 ,5  ,6   ,Time,0.378,[u'indie poptimism'],0,73,2015-04-14,90.056,0.499,2015
Porcupine Tree,6.1.5.6,6,1 ,5  ,6   ,Normal,0.502,"[u'deep regional mexican', u'regional mexican pop']",4,62,2016-07-22,149.771,0.891,2016
Regina Spektor,6.1.5.6,6,1 ,5  ,6   ,Samson,0.193,"[u'acoustic pop', u'anti-folk', u'chamber pop', u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'piano rock', u'pop', u'pop rock']",11,53,2006-06-13,89.154,0.186,2006
Rory Gallagher,6.1.5.6,6,1 ,5  ,6   ,I'm Not Awake Yet,0.68,[],4,0,2009-06-08,163.231,0.271,2009
Sarah McLachlan,6.1.5.6,6,1 ,5  ,6   ,Adia,0.37,"[u'canadian pop', u'ectofolk', u'folk christmas', u'folk-pop', u'lilith', u'mellow gold', u'neo mellow', u'new wave pop', u'permanent wave', u'pop christmas', u'pop rock']",3,47,1997-08-29,76.002,0.255,1997
Sash,6.1.5.6,6,1 ,5  ,6   ,Ecuador,0.988,"[u'bubblegum dance', u'disco house', u'eurodance', u'europop', u'german techno', u'hip house']",3,55,2016-02-05,130.007,0.154,2016
Savant,6.1.5.6,6,1 ,5  ,6   ,Melody Circus,0.829,"[u'brostep', u'catstep', u'chillstep', u'complextro', u'deep chiptune', u'edm', u'electro house', u'filthstep', u'tracestep', u'zapstep']",6,42,2012-12-12,137.012,0.1,2012
Skyrim OST,6.1.5.6,6,1 ,5  ,6   ,The Bannered Mare,NA,NA,NA,NA,NA,NA,NA,NA
Smile-dk,6.1.5.6,6,1 ,5  ,6   ,Butterfly,0.779,"[u'hip hop', u'pop rap', u'rap', u'west coast rap']",7,70,2015-03-16,110.037,0.581,2015
Sportfreunde Stiller,6.1.5.6,6,1 ,5  ,6   ,Applaus Applaus,0.571,[],4,4,2013-09-16,181.795,0.299,2013
Tan Bionica,6.1.5.6,6,1 ,5  ,6   ,Ciudad Magica,0.904,"[u'argentine rock', u'cumbia pop', u'latin alternative', u'rock en espanol']",9,33,2013-04-27,121.999,0.691,2013
Tenacious D,6.1.5.6,6,1 ,5  ,6   ,Classico,0.531,"[u'alternative metal', u'alternative rock', u'comedy rock', u'comic', u'heavy christmas', u'post-grunge', u'rock']",6,52,2006-11-02,170.007,0.911,2006
The Begging Sea,6.1.5.6,6,1 ,5  ,6   ,All We've Got,0.336,"[u""children's christmas"", u""children's music""]",3,22,2014-10-11,96.649,0.475,2014
The Connells,6.1.5.6,6,1 ,5  ,6   ,'74-'75,0.59,"[u'alternative rock', u'jangle pop', u'pop rock', u'power pop']",11,40,1993,144.239,0.422,1993
The Paper Kites,6.1.5.6,6,1 ,5  ,6   ,Bloom,0.416,"[u'acoustic pop', u'australian alternative rock', u'folk-pop', u'indie anthem-folk', u'indie folk', u'indie pop', u'stomp and holler']",1,63,2013-03-05,96.002,0.394,2013
Threxx,6.1.5.6,6,1 ,5  ,6   ,Mega Man Infamous Intent - Fresh Cleanse,NA,NA,NA,NA,NA,NA,NA,NA
Tiny Moving Parts,6.1.5.6,6,1 ,5  ,6   ,Headache,0.892,"[u'alternative emo', u'anthem emo', u'emo', u'indie garage rock', u'indie punk', u'lo-fi', u'pop punk']",11,49,2013-05-14,99.016,0.463,2013
ToFox,6.1.5.6,6,1 ,5  ,6   ,Stronger Monsters,0.968,[u'otacore'],10,42,2016-06-03,174.999,0.961,2016
Tool,6.1.5.6,6,1 ,5  ,6   ,Aenima,0.675,"[u'dark wave', u'ethereal wave', u'medieval', u'neoclassical']",4,7,2003-03-01,110.008,0.366,2003
3OH3,1.6.5.4,1,6 ,5  ,4   ,Double Vision,0.806,"[u'album rock', u'classic rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",0,53,1978,117.945,0.753,1978
AKB48,1.6.5.4,1,6 ,5  ,4   ,Sugar Rush,0.76,"[u'brostep', u'catstep', u'chillstep', u'complextro', u'edm', u'electro house', u'tracestep', u'zapstep']",7,42,2013-08-21,127.993,0.234,2013
Alestorm,1.6.5.4,1,6 ,5  ,4   ,Shipwrecked,0.835,"[u'contemporary country', u'country', u'country christmas', u'country road', u'modern country rock', u'redneck']",9,42,2016-06-17,124.899,0.598,2016
Alkaline Trio,1.6.5.4,1,6 ,5  ,4   ,Help Me,0.764,"[u'dwn trap', u'pop rap', u'rap', u'southern hip hop', u'trap music']",11,50,2016-05-16,145.049,0.339,2016
Amy Diamond,1.6.5.4,1,6 ,5  ,4   ,Stay My Baby,0.285,"[u'freak folk', u'indie pop', u'indie r&b', u'indie rock', u'indietronica', u'neo-psychedelic', u'noise pop']",4,51,2014-04-01,89.875,0.633,2014
Anna Kendrick,1.6.5.4,1,6 ,5  ,4   ,Cups - Pitch Perfect's 'When I'm Gone',0.448,[u'hollywood'],0,57,2013-03-26,129.966,0.735,2013
Avicii,1.6.5.4,1,6 ,5  ,4   ,Fade Into Darkness,0.885,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",6,48,2011-07-16,125.997,0.759,2011
Backstreet Boys,1.6.5.4,1,6 ,5  ,4   ,As Long As You Love Me,0.346,"[u'channel pop', u'folk-pop', u'neo mellow', u'viral pop']",3,69,2015-08-24,135.989,0.452,2015
Becky G,1.6.5.4,1,6 ,5  ,4   ,Shower,0.529,"[u'dance pop', u'pop', u'post-teen pop', u'teen pop', u'viral pop']",2,73,2014-04-23,119.987,0.128,2014
Billy Currington,1.6.5.4,1,6 ,5  ,4   ,We Are Tonight,0.809,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'pop rock']",11,59,2013-09-17,127.914,0.544,2013
Bonnie Mckee,1.6.5.4,1,6 ,5  ,4   ,American Girl,0.824,"[u'album rock', u'alternative rock', u'blues-rock', u'classic rock', u'folk rock', u'hard rock', u'mellow gold', u'pop rock', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock', u'southern rock']",2,61,1976-11-09,114.512,0.763,1976
Braid Soundtrack,1.6.5.4,1,6 ,5  ,4   ,Downstream,0.382,"[u'album rock', u'art rock', u'classic rock', u'glam rock', u'hard rock', u'mellow gold', u'piano rock', u'progressive rock', u'rock', u'soft rock']",9,26,1977-01-01,86.65,0.156,1977
Calvin Harris,1.6.5.4,1,6 ,5  ,4   ,Sweet Nothing,0.929,"[u'edm', u'electro house', u'house', u'pop', u'progressive house']",8,72,2012-10-26,127.934,0.584,2012
Canaan Smith,1.6.5.4,1,6 ,5  ,4   ,Love You Like That,0.756,"[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock', u'redneck']",11,66,2015-06-23,145.129,0.697,2015
Capital Cities,1.6.5.4,1,6 ,5  ,4   ,Safe And Sound - Dzeko and Torres Remix,0.816,"[u'alternative dance', u'indie pop', u'metropopolis', u'pop', u'shimmer pop']",1,35,2013,125.985,0.314,2013
Capital Cities,1.6.5.4,1,6 ,5  ,4   ,Safe and Sound,0.821,"[u'alternative dance', u'indie pop', u'metropopolis', u'pop', u'shimmer pop']",0,68,2013,117.948,0.773,2013
Chalk Zone,1.6.5.4,1,6 ,5  ,4   ,The Amazin' River,NA,NA,NA,NA,NA,NA,NA,NA
Chelsea Ward,1.6.5.4,1,6 ,5  ,4   ,That's Falling in Love,0.226,"[u'adult standards', u'brill building pop', u'chicago soul', u'christmas', u'classic rock', u'folk rock', u'funk', u'jazz blues', u'mellow gold', u'memphis soul', u'motown', u'quiet storm', u'rock-and-roll', u'singer-songwriter', u'soul', u'soul blues', u'soul christmas', u'southern soul', u'vocal jazz']",0,30,1964-03-01,56.582,0.245,1964
Christopher Max,1.6.5.4,1,6 ,5  ,4   ,Soul Glo,0.914,"[u'ccm', u'christian alternative rock', u'christian christmas', u'christian hip hop', u'christian music', u'christian rock', u'worship']",2,40,2014-10-21,147.014,0.579,2014
Clean Bandit,1.6.5.4,1,6 ,5  ,4   ,Rather Be,0.586,"[u'dance pop', u'edm', u'house', u'pop', u'post-teen pop', u'tropical house', u'uk funky']",11,74,2014-01-17,120.97,0.556,2014
Dannic and Shermanology,1.6.5.4,1,6 ,5  ,4   ,Wait For You,0.487,"[u'dance pop', u'idol', u'pop']",0,62,2007-03-23,116.027,0.354,2007
David Lee Murphy,1.6.5.4,1,6 ,5  ,4   ,Dust On The Bottle,0.609,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",11,53,1994-01-01,99.983,0.866,1994
Demi Lovato,1.6.5.4,1,6 ,5  ,4   ,Give Your Heart A Break,0.695,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",6,56,2011-09-20,123.026,0.621,2011
Dixie Chicks,1.6.5.4,1,6 ,5  ,4   ,Goodbye Earl,0.689,"[u'contemporary country', u'country', u'country christmas', u'country dawn', u'pop rock']",0,53,2010,122.814,0.794,2010
Dustin Kensrue,1.6.5.4,1,6 ,5  ,4   ,It Is Finished,0.545,"[u'adult standards', u'christmas', u'folk rock', u'jazz blues', u'jazz christmas', u'soul', u'soul jazz', u'vocal jazz']",8,42,1974,138.678,0.765,1974
Eli Young Band,1.6.5.4,1,6 ,5  ,4   ,Even If It Breaks Your Heart,0.527,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'neo mellow', u'outlaw country', u'pop rock', u'texas country']",0,64,2011-08-16,104.032,0.689,2011
Ella Henderson,1.6.5.4,1,6 ,5  ,4   ,Ghost,0.636,"[u'permanent wave', u'pop', u'pop christmas', u'rock']",6,78,2014-05-19,124.996,0.163,2014
Flo Rida,1.6.5.4,1,6 ,5  ,4   ,Club Can't Handle Me,0.882,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'tropical house']",0,59,2010-06-28,127.98,0.523,2010
Francesca Battistelli,1.6.5.4,1,6 ,5  ,4   ,This Is The Stuff,0.725,"[u'ccm', u'christian alternative rock', u'christian christmas', u'christian music', u'christian rock', u'pop christmas', u'worship']",2,26,2013-03-12,103.989,0.396,2013
Gammer,1.6.5.4,1,6 ,5  ,4   ,Nostalgia - Rustie Edit,NA,NA,NA,NA,NA,NA,NA,NA
Green Day,1.6.5.4,1,6 ,5  ,4   ,2000 Light Years Away,0.99,"[u'permanent wave', u'pop punk', u'rock']",10,40,1992-01-17,187.433,0.676,1992
Green Day,1.6.5.4,1,6 ,5  ,4   ,Good Riddance - Time of Your Life,0.432,"[u'permanent wave', u'pop punk', u'rock']",7,70,1997-10-14,94.605,0.652,1997
Hellberg and Deutgen vs Splitbreed,1.6.5.4,1,6 ,5  ,4   ,Collide - Astronaut and Barely Alive Remix,0.961,"[u'bass trap', u'big room', u'brostep', u'catstep', u'chillstep', u'complextro', u'edm', u'electro house', u'tracestep', u'zapstep']",9,43,2013-11-11,127.978,0.16,2013
Hot Leg,1.6.5.4,1,6 ,5  ,4   ,Cocktails,0.39,[],4,48,2011-12-09,98.98,0.696,2011
Imogen Heap,1.6.5.4,1,6 ,5  ,4   ,Hide And Seek,0.166,"[u'acoustic pop', u'etherpop', u'folk-pop', u'indie pop', u'lilith', u'metropopolis', u'pop']",9,56,2015-07-17,121.123,0.107,2015
Jason Derulo,1.6.5.4,1,6 ,5  ,4   ,Whatcha Say,0.711,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b']",11,62,2010-03-01,144.036,0.708,2010
Jaytech,1.6.5.4,1,6 ,5  ,4   ,Paradox,0.917,"[u'alternative metal', u'nu metal', u'post-grunge', u'rock']",9,55,2016-10-28,154.765,0.395,2016
Jimmy Barnes,1.6.5.4,1,6 ,5  ,4   ,Working Class Man,0.944,"[u'australian pop', u'kiwi rock']",11,49,2010-07-02,138.322,0.389,2010
Jimmy Buffett,1.6.5.4,1,6 ,5  ,4   ,Coast of Carolina,0.667,"[u'indie pop', u'indie psych-rock', u'indie rock', u'shimmer pop', u'stomp and holler']",11,29,2009-04-07,135.801,0.192,2009
JJAMZ,1.6.5.4,1,6 ,5  ,4   ,Heartbeat,0.569,"[u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",1,66,2011-11-15,119.954,0.32,2011
Journey,1.6.5.4,1,6 ,5  ,4   ,Faithfully,0.644,"[u'album rock', u'classic rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",11,61,1983,85.04,0.267,1983
Justice Crew,1.6.5.4,1,6 ,5  ,4   ,Best Night,0.777,"[u'adult standards', u'brill building pop', u'bubblegum pop', u'christmas', u'doo-wop', u'folk rock', u'motown', u'rock-and-roll']",1,66,2003-01-14,104.499,0.914,2003
Justin Bieber,1.6.5.4,1,6 ,5  ,4   ,What Do You Mean,0.571,"[u'canadian pop', u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",5,75,2015-11-13,125.034,0.802,2015
Kate Bush,1.6.5.4,1,6 ,5  ,4   ,Wuthering Heights,0.429,"[u'art rock', u'chamber pop', u'dance rock', u'folk christmas', u'indie christmas', u'lilith', u'new romantic', u'new wave', u'new wave pop', u'permanent wave', u'piano rock', u'pop rock', u'singer-songwriter', u'synthpop']",1,58,1978-02-17,123.789,0.492,1978
Katy Perry,1.6.5.4,1,6 ,5  ,4   ,Dark Horse,0.587,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",6,70,2013-10-22,131.932,0.345,2013
Katy Perry,1.6.5.4,1,6 ,5  ,4   ,Legendary Lovers,0.824,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",4,48,2013-10-22,126.0,0.385,2013
Lady Gaga,1.6.5.4,1,6 ,5  ,4   ,Marry the Night,0.89,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",0,51,2011-01-01,131.085,0.461,2011
Lake Street Dive,1.6.5.4,1,6 ,5  ,4   ,Bad Self Portraits,0.593,"[u'boston rock', u'chamber pop', u'deep new americana', u'folk-pop', u'funk', u'indie folk', u'indie pop', u'modern blues', u'new americana', u'progressive bluegrass', u'soul', u'stomp and holler']",8,48,2014-02-18,168.067,0.696,2014
Les Friction,1.6.5.4,1,6 ,5  ,4   ,Come Back to Me,0.726,"[u'indie poptimism', u'shimmer pop', u'swedish indie pop', u'tropical house']",6,54,2015-04-24,95.077,0.358,2015
Lorde,1.6.5.4,1,6 ,5  ,4   ,Tennis Court,0.547,"[u'dance pop', u'metropopolis', u'pop', u'post-teen pop']",0,61,2013-01-01,89.993,0.404,2013
Luke Bryan,1.6.5.4,1,6 ,5  ,4   ,Crash My Party,0.898,"[u'contemporary country', u'country', u'country christmas', u'country road', u'dwn trap']",11,70,2013-01-01,144.056,0.595,2013
Marcus Werner,1.6.5.4,1,6 ,5  ,4   ,Octavia,0.597,"[u'electro swing', u'nu jazz']",0,48,2012-11-01,120.012,0.728,2012
Maroon 5,1.6.5.4,1,6 ,5  ,4   ,Payphone,0.746,"[u'dance pop', u'pop', u'pop christmas']",4,65,2012-06-26,110.01,0.506,2012
Matt Nathanson,1.6.5.4,1,6 ,5  ,4   ,Come On Get Higher,0.623,"[u'acoustic pop', u'folk-pop', u'indiecoustica', u'neo mellow', u'pop', u'pop rock', u'viral pop']",9,66,2007-08-10,92.018,0.621,2007
Muse,1.6.5.4,1,6 ,5  ,4   ,Madness,0.562,"[u'dwn trap', u'pop rap', u'rap', u'southern hip hop', u'trap music']",8,68,2015-08-31,180.362,0.381,2015
Muse,1.6.5.4,1,6 ,5  ,4   ,Mercy,0.686,"[u'canadian pop', u'pop', u'viral pop']",11,82,2016-09-23,148.294,0.38,2016
My Little Pony,1.6.5.4,1,6 ,5  ,4   ,Giggle at the Ghosty,NA,NA,NA,NA,NA,NA,NA,NA
Myla Smith,1.6.5.4,1,6 ,5  ,4   ,Slow Down,0.064,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'pop', u'stomp and holler']",1,62,2012-04-03,142.436,0.108,2012
Nero,1.6.5.4,1,6 ,5  ,4   ,Promises - Skrillex-Nero Remix,0.82,"[u'brostep', u'catstep', u'complextro', u'drum and bass', u'edm', u'electro house', u'electronic', u'electronic trap', u'house', u'moombahton']",9,50,2011,139.959,0.153,2011
Nicky Tuckova,1.6.5.4,1,6 ,5  ,4   ,Rich Boy,0.863,"[u'crunk', u'deep southern trap', u'deep trap', u'dirty south rap', u'gangster rap', u'hip pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",11,49,2007-03-13,160.894,0.423,2007
Nine Inch Nails,1.6.5.4,1,6 ,5  ,4   ,A Warm Place,0.122,"[u'alternative metal', u'alternative rock', u'electronic', u'funk rock', u'industrial', u'industrial metal', u'industrial rock', u'nu metal', u'post-grunge', u'rock']",0,36,1994,139.652,0.0701,1994
Paramore,1.6.5.4,1,6 ,5  ,4   ,That's What You Get,0.831,"[u'candy pop', u'emo', u'pop', u'pop emo', u'pop punk', u'post-teen pop']",8,58,2007-06-11,131.094,0.635,2007
Parry Gripp,1.6.5.4,1,6 ,5  ,4   ,The Girl At The Video Game Store,NA,NA,NA,NA,NA,NA,NA,NA
Parry Gripp,1.6.5.4,1,6 ,5  ,4   ,It's Raining Tacos,0.684,[],3,23,2016-09-14,145.993,0.939,2016
Pavement,1.6.5.4,1,6 ,5  ,4   ,Cut Your Hair,0.825,"[u'alternative pop', u'alternative rock', u'anti-folk', u'art rock', u'chamber pop', u'dance rock', u'dance-punk', u'dream pop', u'e6fi', u'experimental rock', u'folk-pop', u'freak folk', u'garage psych', u'garage rock', u'gbvfi', u'indie folk', u'indie pop', u'indie rock', u'lo-fi', u'neo-psychedelic', u'new wave', u'noise pop', u'noise rock', u'nu gaze', u'pop rock', u'post rock', u'post-hardcore', u'post-punk', u'power pop', u'punk', u'roots rock', u'shoegaze', u'singer-songwriter', u'slow core', u'space rock', u'stomp and holler', u'uk post-punk']",4,44,2010-03-08,110.839,0.665,2010
Peter Schickele and Diana Lambert and Joan Baez,1.6.5.4,1,6 ,5  ,4   ,Rejoice In The Sun,0.879,[u'electronica'],3,1,2001-06-03,122.029,0.0347,2001
Phillip Phillips,1.6.5.4,1,6 ,5  ,4   ,Home,0.585,"[u'dance pop', u'pop', u'post-teen pop', u'talent show']",8,86,2016-05-27,105.017,0.588,2016
Reel Big Fish,1.6.5.4,1,6 ,5  ,4   ,Everyone Else is an Asshole,0.975,"[u'comic', u'pop punk', u'pop rock', u'post-grunge', u'punk', u'ska', u'ska punk', u'skate punk']",4,44,2012-07-30,123.476,0.739,2012
Regina Spektor,1.6.5.4,1,6 ,5  ,4   ,Human of the Year,0.2,"[u'acoustic pop', u'anti-folk', u'chamber pop', u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'piano rock', u'pop', u'pop rock']",9,38,2009-06-09,95.703,0.0808,2009
Sigur Ros,1.6.5.4,1,6 ,5  ,4   ,Hoppipolla,0.675,"[u'bow pop', u'chamber pop', u'compositional ambient', u'dream pop', u'ethereal wave', u'icelandic pop', u'indie folk', u'melancholia', u'post rock']",11,44,2011-12-09,139.818,0.169,2011
The Dumplings,1.6.5.4,1,6 ,5  ,4   ,Man Pregnant,0.428,[u'polish pop'],0,4,2014-05-13,109.981,0.0752,2014
The Fray,1.6.5.4,1,6 ,5  ,4   ,Over My Head - Cable Car,0.699,"[u'neo mellow', u'piano rock', u'pop', u'pop christmas', u'pop rock', u'post-grunge', u'viral pop']",8,62,2005,116.029,0.725,2005
The Gaslight Anthem,1.6.5.4,1,6 ,5  ,4   ,Rollin' And Tumblin',0.923,"[u'blues-rock', u'electric blues', u'modern blues', u'texas blues']",1,46,2009-05-17,87.377,0.839,2009
The Lumineers,1.6.5.4,1,6 ,5  ,4   ,Stubborn Love,0.56,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'pop', u'stomp and holler']",0,65,2012-04-03,115.01,0.225,2012
The Script,1.6.5.4,1,6 ,5  ,4   ,Superheroes,0.885,"[u'boy band', u'celtic rock', u'dance pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'viral pop']",3,70,2014-09-12,166.992,0.624,2014
The Wanted,1.6.5.4,1,6 ,5  ,4   ,Glad You Came,0.844,"[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'teen pop', u'viral pop']",7,59,2011-10-18,126.937,0.437,2011
The White Stripes,1.6.5.4,1,6 ,5  ,4   ,Seven Nation Army,0.462,"[u'alternative rock', u'blues-rock', u'classic rock', u'funk rock', u'garage rock', u'indie rock', u'permanent wave', u'post-grunge', u'punk blues', u'rock']",0,70,2003-04-03,123.865,0.317,2003
Tom Petty And The Heartbreakers,1.6.5.4,1,6 ,5  ,4   ,I Won't Back Down,0.502,"[u'album rock', u'blues-rock', u'classic rock', u'folk', u'folk rock', u'hard rock', u'mellow gold', u'pop rock', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock']",7,57,1989-04-24,114.02,0.962,1989
Tom Petty And the Heartbreakers,1.6.5.4,1,6 ,5  ,4   ,I Won't Back Down,0.502,"[u'album rock', u'blues-rock', u'classic rock', u'folk', u'folk rock', u'hard rock', u'mellow gold', u'pop rock', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'soft rock']",7,57,1989-04-24,114.02,0.962,1989
Transatlantic,1.6.5.4,1,6 ,5  ,4   ,We All Need Some Light,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shaw,1.6.5.4,1,6 ,5  ,4   ,Kiss Goodnight,0.705,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",1,50,2013,111.004,0.578,2013
U2,1.6.5.4,1,6 ,5  ,4   ,The Miracle of Joey Ramone,0.823,"[u'irish rock', u'mellow gold', u'permanent wave', u'rock']",2,41,2014-10-14,134.904,0.228,2014
Veronica Maggio,1.6.5.4,1,6 ,5  ,4   ,Jag kommer,0.677,[],1,33,2015-07-10,126.047,0.859,2015
Wyclef Jean,1.6.5.4,1,6 ,5  ,4   ,Divine Sorrow,0.606,"[u'hip hop', u'pop christmas', u'pop rap', u'soul christmas']",0,55,2014-11-24,129.996,0.418,2014
ArmanArX,1.6.5.4,1,6 ,5  ,4   ,Syahrini STICKER vs ArmanArX STICKER,NA,NA,NA,NA,NA,NA,NA,NA
Cartoons,1.6.5.4,1,6 ,5  ,4   ,Ekkosangen,0.0867,[],10,0,2008-06-19,171.841,0.638,2008
Death Cab For Cutie,1.6.5.4,1,6 ,5  ,4   ,The Ice Is Getting Thinner,0.138,"[u'alternative rock', u'folk christmas', u'folk-pop', u'indie christmas', u'indie folk', u'indie pop', u'indie rock', u'indietronica', u'lo-fi', u'neo mellow', u'pop rock', u'stomp and holler']",0,44,2008-04-29,79.425,0.0729,2008
Ed Sheeran,1.6.5.4,1,6 ,5  ,4   ,Photograph,0.379,[u'pop'],4,84,2014-06-21,107.989,0.198,2014
Eluveitie,1.6.5.4,1,6 ,5  ,4   ,Inis Mona,0.991,"[u'bow pop', u'celtic rock', u'folk metal', u'gothic metal', u'melodic death metal', u'metal', u'power metal', u'progressive metal', u'viking metal']",2,41,2008-10-28,107.031,0.269,2008
