"name"   "category"   "city"   "restdollars"   "numitems"   "origin"   "traditional"   "generous"   "participle"   "useless"   "delicious"   "choice"   "adj"   "sensoryadj"   "length"   "wordlen"
 "5537"   "Golden Krust"   "bakeries"   "philadelphia"   "1.0"   "56"   "0.0000"   "0.0714"   "0.0000"   "0.5893"   "0.1607"   "0.1607"   "0.0714"   "2.2321"   "0.5714"   "10.9643"   "6.0979"
 "5538"   "Brendan's Bar & Grill"   "bars"   "nyc"   "2.0"   "25"   "0.0800"   "0.0800"   "0.0000"   "0.6000"   "0.0000"   "0.0000"   "0.0400"   "1.8400"   "0.4400"   "12.5600"   "6.4267"
 "5539"   "Samila Thai"   "thai"   "sf"   "1.0"   "54"   "0.0370"   "0.0185"   "0.0000"   "0.3333"   "0.0370"   "0.0185"   "0.2963"   "2.1852"   "0.8148"   "16.6852"   "5.7223"
 "5540"   "Vertigo Bar & Restaurant"   "bars"   "nyc"   "2.0"   "61"   "0.0164"   "0.0656"   "0.0000"   "0.6721"   "0.0000"   "0.0000"   "0.5574"   "1.6557"   "0.3770"   "12.2623"   "6.6161"
 "5541"   "Violet Garden"   "chinese"   "washington"   "2.0"   "194"   "0.0000"   "0.0000"   "0.0000"   "0.1031"   "0.0000"   "0.0052"   "0.2010"   "0.5515"   "0.1753"   "4.7474"   "5.6032"
 "5542"   "Sassy's Sliders NYC"   "fast food"   "nyc"   "1.0"   "30"   "0.0000"   "0.0000"   "0.0000"   "0.8333"   "0.0000"   "0.0000"   "0.0667"   "1.8000"   "0.3667"   "6.6667"   "6.5109"
 "5543"   "Fins Sushi"   "sushi bars"   "boston"   "2.0"   "165"   "0.0182"   "0.0000"   "0.0000"   "0.1758"   "0.0061"   "0.0061"   "0.0121"   "0.8606"   "0.3273"   "7.6485"   "5.9474"
 "5544"   "Golden Island Cafe"   "chinese"   "sf"   "1.0"   "143"   "0.0000"   "0.0000"   "0.0000"   "0.1818"   "0.0000"   "0.0000"   "0.0979"   "0.3427"   "0.0490"   "4.0699"   "5.6619"
 "5545"   "La Sirene"   "french"   "nyc"   "3.0"   "23"   "0.0870"   "0.1739"   "0.0000"   "0.4783"   "0.0000"   "0.0000"   "0.1304"   "1.6087"   "0.5217"   "17.4348"   "5.8715"
 "5546"   "Aprovecho"   "mexican"   "nyc"   "2.0"   "129"   "0.0000"   "0.0078"   "0.0000"   "0.1318"   "0.0000"   "0.0000"   "0.1628"   "0.6512"   "0.0698"   "4.7674"   "6.5501"
 "5547"   "Alaturca"   "middle eastern"   "sf"   "2.0"   "75"   "0.0000"   "0.0800"   "0.0000"   "0.6667"   "0.0000"   "0.0000"   "0.0000"   "1.1200"   "0.1200"   "10.2133"   "6.2152"
 "5548"   "Josie's Kitchen"   "vegetarian"   "nyc"   "2.0"   "52"   "0.1731"   "0.0000"   "0.0000"   "0.7692"   "0.0192"   "0.0000"   "0.0577"   "2.6538"   "0.1731"   "10.7885"   "6.5117"
 "5549"   "Lenny's Sub Shop"   "sandwiches"   "nyc"   "1.0"   "21"   "0.0000"   "0.0000"   "0.0000"   "0.9524"   "0.2857"   "0.0476"   "0.1905"   "2.0476"   "0.2381"   "15.3333"   "5.8785"
 "5550"   "Locanda"   "other"   "washington"   "3.0"   "35"   "0.0571"   "0.0000"   "0.0000"   "0.2000"   "0.0000"   "0.0000"   "0.0000"   "0.5714"   "0.1143"   "4.9143"   "6.9152"
 "5551"   "La Humita"   "latin american"   "chicago"   "2.0"   "24"   "0.0000"   "0.0000"   "0.0000"   "0.2917"   "0.0000"   "0.0000"   "0.0000"   "0.8333"   "0.2917"   "10.7917"   "6.3620"
 "5552"   "Yip's Restaurant"   "chinese"   "nyc"   "1.0"   "203"   "0.0000"   "0.0000"   "0.0000"   "0.1675"   "0.0000"   "0.0000"   "0.0246"   "0.7931"   "0.0985"   "7.5567"   "5.7885"
 "5553"   "Curry & Curry"   "indian"   "nyc"   "2.0"   "135"   "0.0000"   "0.0593"   "0.0000"   "0.1852"   "0.0000"   "0.0000"   "0.0148"   "0.7407"   "0.4148"   "7.5556"   "6.1054"
 "5554"   "Baluchi's"   "indian"   "nyc"   "2.0"   "87"   "0.0115"   "0.0575"   "0.0000"   "0.3333"   "0.0115"   "0.0000"   "0.0000"   "0.9195"   "0.2989"   "9.4713"   "6.2700"
 "5555"   "Mike and Patty's"   "american (traditional)"   "boston"   "1.0"   "16"   "0.0000"   "0.0625"   "0.0000"   "0.2500"   "0.1250"   "0.0000"   "0.6250"   "1.4375"   "0.0625"   "15.6250"   "5.7840"
 "5556"   "Hot off the Press"   "coffee & tea"   "boston"   "1.0"   "39"   "0.1026"   "0.2821"   "0.0000"   "0.5128"   "0.0000"   "0.0256"   "0.2308"   "1.4615"   "0.4103"   "9.8974"   "6.2403"
 "5557"   "Sociale"   "italian"   "sf"   "3.0"   "22"   "0.1364"   "0.0000"   "0.0000"   "0.4545"   "0.0000"   "0.0000"   "0.0000"   "1.1364"   "0.1818"   "10.6364"   "6.5619"
 "5558"   "Shaburi"   "sushi bars"   "nyc"   "3.0"   "89"   "0.0000"   "0.0449"   "0.0000"   "0.1798"   "0.0000"   "0.0000"   "0.0337"   "0.5393"   "0.1798"   "4.5056"   "5.8702"
 "5559"   "Genki Ramen"   "sushi bars"   "sf"   "2.0"   "70"   "0.0000"   "0.0000"   "0.0000"   "0.0286"   "0.0143"   "0.0000"   "0.0000"   "0.1286"   "0.0714"   "1.9286"   "6.1988"
 "5560"   "Baja Fresh Mexican Grill"   "mexican"   "sf"   "1.0"   "54"   "0.0000"   "0.1111"   "0.0370"   "0.7407"   "0.0185"   "0.0370"   "1.2593"   "2.7778"   "1.1111"   "21.2593"   "6.2312"
 "5561"   "Swing 46"   "american (new)"   "nyc"   "3.0"   "25"   "0.1200"   "0.0400"   "0.0000"   "0.6400"   "0.0400"   "0.0000"   "0.1600"   "2.2400"   "0.8000"   "13.5200"   "6.5494"
 "5562"   "Cafe Asia"   "vegetarian"   "sf"   "2.0"   "20"   "0.0000"   "0.0000"   "0.0000"   "0.8000"   "0.0000"   "0.0000"   "0.0000"   "1.7000"   "0.1500"   "12.5000"   "6.1047"
 "5563"   "Chris's Jazz Cafe"   "other"   "philadelphia"   "2.0"   "33"   "0.0909"   "0.0303"   "0.0000"   "0.4545"   "0.0909"   "0.0303"   "0.0000"   "2.4545"   "1.1212"   "14.8788"   "6.3496"
 "5564"   "Oklahoma Smoke"   "barbeque"   "nyc"   "1.0"   "32"   "0.0000"   "0.0000"   "0.0000"   "0.3750"   "0.0000"   "0.0000"   "0.0625"   "1.4375"   "0.5312"   "4.6250"   "5.7235"
 "5565"   "La Posada Mexican Food"   "mexican"   "nyc"   "1.0"   "99"   "0.0000"   "0.0101"   "0.0000"   "0.1414"   "0.0000"   "0.0101"   "0.0303"   "0.3232"   "0.0505"   "3.3232"   "6.6559"
 "5566"   "Lucky Carry Out"   "other"   "washington"   "1.0"   "352"   "0.0000"   "0.0085"   "0.0000"   "0.0398"   "0.0028"   "0.0000"   "0.0426"   "0.4148"   "0.0824"   "4.7443"   "5.1500"
 "5567"   "Campo's Deli"   "fast food"   "philadelphia"   "1.0"   "105"   "0.0000"   "0.1143"   "0.0286"   "0.4190"   "0.0095"   "0.0000"   "1.3905"   "2.3238"   "0.8381"   "19.4857"   "6.3337"
 "5568"   "Porchetta"   "sandwiches"   "nyc"   "2.0"   "20"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.2000"   "0.2000"   "2.3500"   "6.8800"
 "5569"   "Angeleini Osteria"   "italian"   "la"   "3.0"   "28"   "0.0357"   "0.0357"   "0.0000"   "0.2143"   "0.0000"   "0.0000"   "0.0000"   "0.5000"   "0.0357"   "5.8929"   "7.2747"
 "5570"   "Fioretto Trattoria"   "italian"   "la"   "2.0"   "28"   "0.0000"   "0.0714"   "0.0000"   "0.8214"   "0.0000"   "0.0000"   "0.0000"   "2.0357"   "0.3571"   "12.7857"   "6.6124"
 "5571"   "Hudson Restaurant & Lounge"   "american (new)"   "washington"   "3.0"   "36"   "0.2222"   "0.0000"   "0.0000"   "0.8611"   "0.0000"   "0.0000"   "0.2222"   "1.6667"   "0.0556"   "11.5000"   "6.8490"
 "5572"   "Benito Ii"   "italian"   "nyc"   "2.0"   "69"   "0.0145"   "0.0145"   "0.0000"   "0.2609"   "0.0000"   "0.0000"   "0.0435"   "0.6522"   "0.1449"   "8.4348"   "6.8642"
 "5573"   "Chickie Pig's Brick Oven & Pizzeria"   "pizza"   "nyc"   "2.0"   "28"   "0.0000"   "0.0357"   "0.0357"   "0.6786"   "0.0714"   "0.0000"   "0.1071"   "2.2143"   "0.6429"   "18.4643"   "6.4610"
 "5574"   "Diva Restaurant & Bar"   "italian"   "nyc"   "3.0"   "32"   "0.0938"   "0.0625"   "0.0000"   "0.5938"   "0.0000"   "0.0000"   "0.0000"   "1.8750"   "0.4688"   "10.2812"   "6.7509"
 "5575"   "House of Siam"   "thai"   "boston"   "2.0"   "144"   "0.0000"   "0.0069"   "0.0000"   "0.5764"   "0.0278"   "0.0417"   "0.2153"   "2.0694"   "0.8958"   "15.1944"   "6.2979"
 "5576"   "Pho Hoa"   "otherasian"   "sf"   "2.0"   "30"   "0.0000"   "0.0000"   "0.0000"   "0.4000"   "0.0000"   "0.0000"   "0.0333"   "0.6667"   "0.1000"   "3.8667"   "5.8056"
 "5577"   "Bobby Van's Steakhouse"   "steakhouses"   "nyc"   "4.0"   "62"   "0.0000"   "0.0484"   "0.0161"   "0.2742"   "0.0000"   "0.0000"   "0.0000"   "0.9032"   "0.2903"   "5.7903"   "6.8955"
 "5578"   "Caffe Buon Gusto Ristorante Italiano"   "italian"   "nyc"   "2.0"   "159"   "0.0063"   "0.0314"   "0.0000"   "0.3333"   "0.0000"   "0.0000"   "0.0566"   "0.8868"   "0.1006"   "7.5157"   "6.5856"
 "5579"   "Nob Hill Grille Restaurant"   "american (new)"   "sf"   "2.0"   "25"   "0.0000"   "0.2000"   "0.0000"   "0.6400"   "0.0000"   "0.0000"   "0.0800"   "1.2400"   "0.3200"   "12.7200"   "6.3480"
 "5580"   "Planet Hollywood"   "american (new)"   "nyc"   "2.0"   "71"   "0.0282"   "0.0704"   "0.0000"   "0.7606"   "0.0563"   "0.0000"   "0.0986"   "2.3099"   "0.7887"   "15.2958"   "6.6212"
 "5581"   "Cafe Murano"   "coffee & tea"   "sf"   "1.0"   "13"   "0.0000"   "0.0000"   "0.0000"   "0.1538"   "0.0000"   "0.0000"   "0.1538"   "1.0000"   "0.3846"   "6.1538"   "6.5179"
 "5582"   "City Pizza"   "pizza"   "philadelphia"   "1.0"   "124"   "0.0000"   "0.0081"   "0.0000"   "0.1290"   "0.0000"   "0.0000"   "0.1290"   "0.6129"   "0.1048"   "4.1048"   "6.5948"
 "5583"   "Fred's Restaurant & Bar"   "american (traditional)"   "nyc"   "2.0"   "62"   "0.0323"   "0.1290"   "0.0000"   "0.7097"   "0.0000"   "0.0000"   "0.0968"   "1.5484"   "0.3387"   "11.2097"   "6.5059"
 "5584"   "Thai Chef"   "thai"   "sf"   "2.0"   "117"   "0.0000"   "0.0000"   "0.0000"   "0.1282"   "0.0000"   "0.0085"   "0.1453"   "0.9829"   "0.2906"   "11.6325"   "5.3537"
 "5585"   "The Grotto"   "pizza"   "nyc"   "1.0"   "252"   "0.0119"   "0.0159"   "0.0000"   "0.3571"   "0.0159"   "0.0198"   "0.0952"   "1.3095"   "0.5198"   "8.4841"   "6.6381"
 "5586"   "Aki Sushi West"   "chinese"   "nyc"   "2.0"   "455"   "0.0000"   "0.0044"   "0.0000"   "0.1231"   "0.0110"   "0.0000"   "0.0659"   "0.5495"   "0.1516"   "4.7209"   "5.9187"
 "5587"   "Taqueria Can-cun"   "mexican"   "sf"   "1.0"   "27"   "0.0000"   "0.0000"   "0.0370"   "0.4444"   "0.0000"   "0.0000"   "0.3704"   "1.5185"   "0.4815"   "9.5185"   "6.0915"
 "5588"   "Haydee's"   "latin american"   "washington"   "2.0"   "85"   "0.0000"   "0.0000"   "0.0118"   "0.3294"   "0.0824"   "0.0000"   "0.0706"   "0.7176"   "0.1765"   "7.1529"   "6.5360"
 "5589"   "Bella Pizza Restaurant"   "pizza"   "philadelphia"   "1.0"   "237"   "0.0000"   "0.0295"   "0.0000"   "0.0633"   "0.0000"   "0.0000"   "0.1857"   "0.4304"   "0.0464"   "4.8565"   "6.1339"
 "5590"   "Brasserie"   "french"   "nyc"   "3.0"   "49"   "0.0204"   "0.0000"   "0.0000"   "0.3265"   "0.0000"   "0.0000"   "0.1020"   "0.9796"   "0.1429"   "6.1837"   "6.6804"
 "5591"   "Concord Garden Chinese & Thai Cuisine"   "chinese"   "nyc"   "1.0"   "412"   "0.0000"   "0.0000"   "0.0000"   "0.1165"   "0.0000"   "0.0000"   "0.0000"   "0.4684"   "0.1359"   "4.6335"   "5.6668"
 "5592"   "Fattoush"   "middle eastern"   "sf"   "2.0"   "31"   "0.0323"   "0.0000"   "0.0000"   "1.1290"   "0.0323"   "0.0000"   "0.0968"   "2.6452"   "0.5484"   "18.6452"   "6.2491"
 "5593"   "Kellari"   "seafood"   "nyc"   "3.0"   "38"   "0.0526"   "0.0526"   "0.0000"   "0.7105"   "0.0000"   "0.0263"   "0.0263"   "1.5526"   "0.1053"   "8.6053"   "6.9926"
 "5594"   "Lounge On Sunset"   "american (new)"   "la"   "3.0"   "16"   "0.0625"   "0.0000"   "0.0000"   "0.1875"   "0.0000"   "0.0000"   "0.0000"   "0.5625"   "0.0625"   "7.2500"   "6.1708"
 "5595"   "Jimmy's No. 43"   "bars"   "nyc"   "2.0"   "16"   "0.3750"   "0.0000"   "0.0000"   "0.0625"   "0.0000"   "0.0000"   "0.0000"   "0.5000"   "0.0000"   "6.5625"   "6.8474"
 "5596"   "Happy Family Chinese Restaurant"   "chinese"   "nyc"   "1.0"   "393"   "0.0000"   "0.0076"   "0.0000"   "0.1120"   "0.0025"   "0.0000"   "0.2392"   "0.7023"   "0.1883"   "5.7939"   "5.0976"
 "5597"   "Gordon Biersch"   "american (new)"   "sf"   "2.0"   "77"   "0.0390"   "0.0000"   "0.0130"   "0.5195"   "0.0000"   "0.0000"   "0.0260"   "1.4156"   "0.3247"   "10.5844"   "6.5757"
 "5598"   "Khayyam House of Kebob"   "middle eastern"   "boston"   "2.0"   "83"   "0.0000"   "0.0241"   "0.0000"   "0.5783"   "0.0482"   "0.0843"   "0.1325"   "1.6988"   "0.2771"   "13.0843"   "6.4512"
 "5599"   "El Tamarindo"   "mexican"   "washington"   "2.0"   "55"   "0.0364"   "0.1273"   "0.0727"   "0.5818"   "0.0545"   "0.0727"   "0.3455"   "1.7636"   "0.7091"   "18.5818"   "6.4910"
 "5600"   "Real Pizza"   "pizza"   "nyc"   "1.0"   "62"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.2742"   "0.0161"   "2.5323"   "6.4309"
 "5601"   "Sakura Sushi"   "sushi bars"   "sf"   "2.0"   "108"   "0.0000"   "0.0000"   "0.0000"   "0.0741"   "0.0093"   "0.0000"   "0.0093"   "0.4907"   "0.1481"   "5.1019"   "6.0274"
 "5602"   "La Vie"   "otherasian"   "sf"   "2.0"   "46"   "0.0000"   "0.0000"   "0.0000"   "0.3043"   "0.0217"   "0.0000"   "0.2609"   "1.2826"   "0.3478"   "13.3043"   "6.0039"
 "5603"   "De Robertis"   "coffee & tea"   "nyc"   "2.0"   "197"   "0.0000"   "0.0000"   "0.0000"   "0.3046"   "0.0203"   "0.0000"   "0.0508"   "0.5635"   "0.0457"   "6.6650"   "6.5582"
 "5604"   "One Market"   "american (new)"   "sf"   "3.0"   "28"   "0.2857"   "0.0000"   "0.0714"   "0.5357"   "0.0000"   "0.0000"   "0.0714"   "1.2857"   "0.1429"   "8.9286"   "6.6903"
 "5605"   "Kinsale Tavern"   "bars"   "nyc"   "1.0"   "11"   "0.0000"   "0.0000"   "0.0000"   "0.1818"   "0.0000"   "0.0000"   "0.0909"   "0.7273"   "0.0909"   "7.0909"   "6.3328"
 "5606"   "Oya Restaurant & Lounge"   "bars"   "washington"   "3.0"   "33"   "0.0303"   "0.0000"   "0.0000"   "0.2424"   "0.0000"   "0.0000"   "0.0303"   "0.9394"   "0.5455"   "7.0606"   "6.7463"
 "5607"   "Pinocchio Ristorante"   "italian"   "nyc"   "3.0"   "31"   "0.0000"   "0.1935"   "0.0000"   "0.1935"   "0.0000"   "0.0000"   "0.0000"   "0.8387"   "0.2258"   "8.2258"   "6.9285"
 "5608"   "Ziggiz"   "sandwiches"   "nyc"   "1.0"   "81"   "0.0000"   "0.0370"   "0.0000"   "0.0617"   "0.0000"   "0.0000"   "0.0247"   "0.3333"   "0.0000"   "4.2593"   "6.1348"
 "5609"   "Just Won Ton"   "chinese"   "sf"   "1.0"   "140"   "0.0286"   "0.0000"   "0.0000"   "0.2857"   "0.0000"   "0.0000"   "0.0000"   "0.6214"   "0.1643"   "4.5857"   "5.7370"
 "5610"   "La Villa Restaurant"   "mexican"   "washington"   "1.0"   "124"   "0.0000"   "0.0565"   "0.0000"   "0.2258"   "0.0161"   "0.0161"   "0.0323"   "0.6855"   "0.2097"   "8.3710"   "6.5257"
 "5611"   "Caesar's Palace"   "pizza"   "nyc"   "1.0"   "176"   "0.0000"   "0.0341"   "0.0000"   "0.2216"   "0.0000"   "0.0000"   "0.0398"   "1.2614"   "0.1989"   "6.8352"   "6.5313"
 "5612"   "Nick's Restaurant & Pizzeria"   "pizza"   "nyc"   "2.0"   "100"   "0.0000"   "0.0200"   "0.0000"   "0.1400"   "0.0000"   "0.0000"   "0.1700"   "0.8000"   "0.0600"   "6.2400"   "6.5643"
 "5613"   "Brown Sugar Cafe"   "thai"   "boston"   "2.0"   "170"   "0.0000"   "0.0471"   "0.0000"   "1.0000"   "0.1000"   "0.0000"   "0.2059"   "3.7118"   "1.1765"   "20.3412"   "6.2815"
 "5614"   "The Richmond"   "american (new)"   "sf"   "3.0"   "13"   "0.2308"   "0.0000"   "0.0000"   "0.6923"   "0.0000"   "0.0000"   "0.0000"   "1.6923"   "0.4615"   "12.9231"   "6.2823"
 "5615"   "La Flor De Acapulco"   "mexican"   "chicago"   "2.0"   "163"   "0.0000"   "0.0552"   "0.0123"   "0.2209"   "0.0000"   "0.0491"   "0.2209"   "0.9018"   "0.2454"   "10.0798"   "6.2060"
 "5616"   "Cafe Amichi"   "pizza"   "boston"   "1.0"   "55"   "0.0000"   "0.0545"   "0.0000"   "0.5636"   "0.0364"   "0.0182"   "0.1455"   "1.1273"   "0.2000"   "8.3636"   "6.2488"
 "5617"   "Ocha Japanese Restaurant"   "sushi bars"   "nyc"   "2.0"   "205"   "0.0000"   "0.0000"   "0.0000"   "0.1463"   "0.0049"   "0.0049"   "0.0927"   "0.8585"   "0.2927"   "7.6390"   "6.1185"
 "5618"   "Pasta Moto"   "italian"   "sf"   "2.0"   "31"   "0.0645"   "0.0000"   "0.0000"   "0.6452"   "0.0000"   "0.0000"   "0.0000"   "1.2903"   "0.2258"   "11.5161"   "6.9191"
 "5619"   "Jaiya"   "thai"   "nyc"   "2.0"   "55"   "0.0000"   "0.0000"   "0.0000"   "0.4727"   "0.0000"   "0.0182"   "0.1636"   "1.9636"   "0.6545"   "14.7818"   "5.8941"
 "5620"   "Hong Kong Restaurant"   "chinese"   "sf"   "2.0"   "231"   "0.0000"   "0.0000"   "0.0000"   "0.0519"   "0.0000"   "0.0130"   "0.0952"   "0.4675"   "0.2035"   "4.5714"   "5.4619"
 "5621"   "Tokyo-Express"   "sushi bars"   "sf"   "1.0"   "133"   "0.0000"   "0.0000"   "0.0000"   "0.0301"   "0.0150"   "0.0000"   "0.0526"   "0.3609"   "0.1579"   "4.9774"   "5.8206"
 "5622"   "Fino Ristorante Italiano"   "italian"   "washington"   "2.0"   "94"   "0.0213"   "0.0532"   "0.0000"   "0.2553"   "0.0000"   "0.0000"   "0.0319"   "0.8936"   "0.2766"   "8.3191"   "6.6318"
 "5623"   "Tao Cafe"   "otherasian"   "sf"   "2.0"   "41"   "0.0244"   "0.0244"   "0.0488"   "0.5366"   "0.0000"   "0.0000"   "0.4390"   "2.0000"   "0.6098"   "13.5610"   "5.6113"
 "5624"   "Good Earth Cafe"   "sushi bars"   "sf"   "1.0"   "18"   "0.0000"   "0.0000"   "0.0000"   "0.1111"   "0.0000"   "0.0000"   "0.0000"   "0.4444"   "0.1111"   "3.7778"   "5.8454"
 "5625"   "Caesar's Italian Restaurant"   "italian"   "sf"   "2.0"   "97"   "0.0000"   "0.0206"   "0.0000"   "0.1443"   "0.0000"   "0.0000"   "0.0825"   "0.3505"   "0.0206"   "6.6392"   "6.1780"
 "5626"   "Roy's"   "fast food"   "la"   "3.0"   "39"   "0.0000"   "0.0256"   "0.0256"   "0.7436"   "0.0256"   "0.0000"   "0.0769"   "3.4103"   "0.5897"   "15.7692"   "7.0319"
 "5627"   "Cucina Di Pesce"   "italian"   "nyc"   "2.0"   "58"   "0.0000"   "0.1034"   "0.0000"   "0.3793"   "0.0000"   "0.0172"   "0.2241"   "1.0862"   "0.2759"   "10.9655"   "6.5043"
 "5628"   "Whiz Burgers"   "fast food"   "sf"   "1.0"   "46"   "0.0000"   "0.0000"   "0.0217"   "0.1087"   "0.0000"   "0.0000"   "0.0435"   "0.4130"   "0.0217"   "3.4565"   "5.6591"
 "5629"   "Goodies Restaurant"   "chinese"   "nyc"   "1.0"   "190"   "0.0000"   "0.0000"   "0.0000"   "0.1684"   "0.0000"   "0.0000"   "0.0263"   "0.6421"   "0.2053"   "4.0789"   "6.0561"
 "5630"   "Scala's Bistro"   "bars"   "sf"   "3.0"   "37"   "0.0811"   "0.0000"   "0.0000"   "0.8108"   "0.0000"   "0.0000"   "0.0000"   "1.5946"   "0.2432"   "11.2162"   "7.0449"
 "5631"   "Haru"   "sushi bars"   "nyc"   "3.0"   "123"   "0.0000"   "0.0000"   "0.0000"   "0.2276"   "0.0000"   "0.0000"   "0.0407"   "0.7154"   "0.2764"   "6.4390"   "6.1421"
 "5632"   "Numero 28 Pizzeria Nepoletana - Carmine"   "pizza"   "nyc"   "2.0"   "67"   "0.0000"   "0.0448"   "0.0000"   "0.1343"   "0.0000"   "0.0000"   "0.0000"   "0.3134"   "0.1343"   "8.2388"   "7.0878"
 "5633"   "Latin American Restaurant"   "latin american"   "nyc"   "1.0"   "100"   "0.0000"   "0.0100"   "0.0000"   "0.0300"   "0.0000"   "0.0000"   "0.0400"   "0.0800"   "0.0000"   "2.2000"   "5.7580"
 "5634"   "Roc Restaurant"   "italian"   "nyc"   "3.0"   "77"   "0.0130"   "0.0130"   "0.0000"   "0.4545"   "0.0000"   "0.0000"   "0.0000"   "0.8182"   "0.1039"   "6.4935"   "6.9389"
 "5635"   "La Boulange"   "french"   "sf"   "2.0"   "27"   "0.0000"   "0.0741"   "0.0000"   "0.3704"   "0.0000"   "0.0000"   "0.1852"   "0.9259"   "0.0741"   "7.3333"   "6.2585"
 "5636"   "Famous Dave's"   "barbeque"   "philadelphia"   "2.0"   "69"   "0.0000"   "0.0725"   "0.0435"   "0.3478"   "0.1159"   "0.0580"   "0.2609"   "1.1884"   "0.3043"   "11.1739"   "5.9998"
 "5637"   "The Hikari"   "sushi bars"   "philadelphia"   "2.0"   "134"   "0.0000"   "0.0000"   "0.0000"   "0.1791"   "0.0597"   "0.0000"   "0.1791"   "0.8284"   "0.3134"   "7.8358"   "6.2260"
 "5638"   "Francesco's Pizzeria"   "pizza"   "nyc"   "1.0"   "271"   "0.0074"   "0.0221"   "0.0000"   "0.2620"   "0.0000"   "0.0000"   "0.0517"   "0.9151"   "0.1919"   "7.0221"   "6.3653"
 "5639"   "The Modern - Dining Room"   "french"   "nyc"   "3.0"   "55"   "0.1091"   "0.0182"   "0.0000"   "0.3091"   "0.0000"   "0.0000"   "0.2364"   "1.2545"   "0.2545"   "10.3273"   "6.4485"
 "5640"   "White Horse"   "chinese"   "sf"   "1.0"   "106"   "0.0000"   "0.0000"   "0.0000"   "0.1226"   "0.0000"   "0.0000"   "0.0000"   "0.3113"   "0.0755"   "4.0472"   "5.8645"
 "5641"   "Red A Bakery"   "chinese"   "sf"   "1.0"   "18"   "0.0000"   "0.0000"   "0.0000"   "0.0556"   "0.0000"   "0.0000"   "0.0000"   "0.6667"   "0.0000"   "4.1111"   "6.4222"
 "5642"   "Pizza Milano"   "pizza"   "washington"   "2.0"   "74"   "0.0000"   "0.0270"   "0.0000"   "0.1351"   "0.0135"   "0.0000"   "0.0135"   "1.2973"   "0.3378"   "9.6486"   "6.4217"
 "5643"   "Specialty's Cafe & Bakery"   "sandwiches"   "sf"   "1.0"   "76"   "0.0000"   "0.0395"   "0.0132"   "0.4079"   "0.0000"   "0.0000"   "0.0921"   "1.2105"   "0.1579"   "9.1053"   "6.4038"
 "5644"   "Judge Roy Bean Restaurant & Pub"   "bars"   "nyc"   "1.0"   "47"   "0.0000"   "0.0000"   "0.0000"   "0.1489"   "0.0213"   "0.0000"   "0.0426"   "0.5532"   "0.1489"   "4.9574"   "6.4834"
 "5645"   "Eighty One"   "american (new)"   "nyc"   "4.0"   "31"   "0.2903"   "0.0000"   "0.0000"   "0.5484"   "0.0000"   "0.0000"   "0.0000"   "1.6452"   "0.1613"   "12.6774"   "6.7741"
 "5646"   "Wing Sing Second Store"   "chinese"   "sf"   "1.0"   "14"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0714"   "0.0000"   "3.3571"   "5.2631"
 "5647"   "Planet Gyro"   "mediterranean"   "nyc"   "1.0"   "12"   "0.0000"   "0.0833"   "0.0000"   "0.1667"   "0.0000"   "0.0000"   "0.0000"   "1.2500"   "0.2500"   "7.7500"   "6.1501"
 "5648"   "Suzu"   "sushi bars"   "sf"   "2.0"   "42"   "0.0000"   "0.0714"   "0.0000"   "0.4524"   "0.0238"   "0.1190"   "0.1190"   "1.5238"   "0.5476"   "9.8333"   "6.0352"
 "5649"   "Wild Greens"   "sandwiches"   "nyc"   "2.0"   "61"   "0.0656"   "0.0328"   "0.0000"   "0.7541"   "0.0164"   "0.0000"   "0.1639"   "2.1311"   "0.3443"   "13.8525"   "6.5395"
 "5650"   "Lyric Diner"   "diners"   "nyc"   "2.0"   "407"   "0.0025"   "0.0049"   "0.0000"   "0.2285"   "0.0147"   "0.0000"   "0.0344"   "1.0713"   "0.1867"   "6.6192"   "6.4065"
 "5651"   "The Greek Corner"   "greek"   "nyc"   "1.0"   "185"   "0.0000"   "0.0432"   "0.0000"   "0.0324"   "0.0000"   "0.0000"   "0.3297"   "0.5297"   "0.0541"   "5.3514"   "5.9897"
 "5652"   "Innjoy"   "bars"   "chicago"   "2.0"   "68"   "0.0294"   "0.1176"   "0.0735"   "1.0147"   "0.0294"   "0.0147"   "0.2353"   "2.5147"   "0.4265"   "14.2206"   "6.4705"
 "5653"   "The Tea House"   "coffee & tea"   "philadelphia"   "2.0"   "376"   "0.0000"   "0.0000"   "0.0000"   "0.1037"   "0.0452"   "0.0000"   "0.0000"   "1.1170"   "0.3670"   "7.8750"   "5.6720"
 "5654"   "Excellent Dumpling House"   "chinese"   "nyc"   "1.0"   "205"   "0.0000"   "0.0098"   "0.0000"   "0.1171"   "0.0098"   "0.0000"   "0.0439"   "0.6488"   "0.2293"   "5.6488"   "5.8805"
 "5655"   "Pho Hoa"   "otherasian"   "boston"   "1.0"   "30"   "0.0000"   "0.0000"   "0.0000"   "0.4000"   "0.0000"   "0.0000"   "0.0333"   "0.6667"   "0.1000"   "3.8667"   "5.8056"
