,psraid,state,density,igender,irace,sex,qp2,age,q5,q29a,q29b,q29c,educ2,race3m1,income,party,ideo
365,101768,Arizona,3,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",60,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,Moderate
366,101772,California,1,Male,Hispanic,Female,"Barack Obama, the Democrat [OR]",65,Middle class,More likely,No opinion/Don't know enough to say,More likely,Less than high school (Grades 1-8 or no formal schooling),"Refused (e.g., non-race answers like American, Human, purple) (VOL.)","10 to under $20,000",Democrat,Conservative
367,101781,California,5,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",46,Upper-middle class,No opinion/Don't know enough to say,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,"Liberal, OR"
368,101786,California,5,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",80,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Democrat,"Liberal, OR"
369,101787,California,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",61,Middle class,The Same/No difference (VOL.),The Same/No difference (VOL.),The Same/No difference (VOL.),"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Democrat,"Liberal, OR"
370,101795,Arizona,3,Male,Black or African-American,Female,"Mitt Romney, the Republican",52,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Republican,Conservative
371,101800,California,2,Female,Black or African-American,Male,"Mitt Romney, the Republican",18,Middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","40 to under $50,000",Independent,Moderate
372,101801,Colorado,1,Female,Hispanic,Female,[VOL. DO NOT READ] Don't know/Refused,50,Middle class,Less likely,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Democrat,Moderate
373,101802,California,4,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",53,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","$150,000 or more",Democrat,Moderate
374,101813,Idaho,1,Female,Black or African-American,Female,"Mitt Romney, the Republican",72,Upper-middle class,Less likely,Less likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Conservative
375,101815,New Mexico,3,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",56,Upper class,More likely,More likely,More likely,"Some college, no degree (includes community college)","Refused (e.g., non-race answers like American, Human, purple) (VOL.)","$150,000 or more",Democrat,Moderate
376,101817,Oregon,2,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",68,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,(VOL. DO NOT READ) Don't know/Refused
377,101821,California,5,Female,Black or African-American,Female,[VOL. DO NOT READ] Don't know/Refused,80,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,Conservative
378,101824,California,1,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",28,Upper-middle class,Less likely,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,No preference (VOL.),Conservative
379,101830,Arizona,3,Female,White,Female,"Barack Obama, the Democrat [OR]",99,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,"Liberal, OR"
380,101834,California,1,Female,White,Male,"Barack Obama, the Democrat [OR]",83,Lower class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Native American/American Indian/Alaska Native (VOL.),"Less than $10,000",Democrat,Very liberal?
381,101837,Washington,3,Female,Black or African-American,Male,[VOL. DO NOT READ] Don't know/Refused,54,Upper-middle class,No opinion/Don't know enough to say,The Same/No difference (VOL.),More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Moderate
382,101856,California,3,Female,White,Male,"Mitt Romney, the Republican",75,Middle class,More likely,Refused (VOL.),Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Conservative
383,101857,Washington,2,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",78,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Democrat,Very liberal?
384,101860,California,2,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",73,Upper-middle class,More likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,Conservative
385,101868,California,1,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",21,Middle class,More likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","20 to under $30,000",Independent,Very conservative
386,101871,California,1,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",27,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Democrat,Moderate
387,101874,California,5,Female,White,Male,"Mitt Romney, the Republican",52,Lower-middle class,More likely,More likely,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Conservative
388,101886,Washington,1,Female,Black or African-American,Male,"Mitt Romney, the Republican",59,Middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Conservative
389,101887,California,2,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",45,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","50 to under $75,000",Independent,(VOL. DO NOT READ) Don't know/Refused
390,101895,California,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",49,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,Moderate
391,101903,California,3,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",64,Upper-middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Moderate
392,101905,California,1,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",67,Middle class,Less likely,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","30 to under $40,000",Independent,Very liberal?
393,101908,California,5,Male,Hispanic,Female,"Barack Obama, the Democrat [OR]",51,Upper-middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Moderate
394,101909,California,5,Female,Hispanic,Female,"Mitt Romney, the Republican",51,Middle class,More likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Republican,Moderate
395,101915,California,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",19,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,(VOL. DO NOT READ) Don't know/Refused
396,101922,California,2,Female,Black or African-American,Female,[VOL. DO NOT READ] Don't know/Refused,74,Upper-middle class,No opinion/Don't know enough to say,More likely,Less likely,"Some postgraduate or professional schooling, no postgraduate degree","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Moderate
397,101923,New York,5,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",56,Middle class,Refused (VOL.),Refused (VOL.),Refused (VOL.),Less than high school (Grades 1-8 or no formal schooling),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),(VOL. DO NOT READ) Don't know/Refused
398,101924,California,3,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",23,Lower-middle class,Less likely,Less likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Independent,"Liberal, OR"
399,101929,California,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",52,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,Moderate
