"dba","inspection.date","camis","boro","zipcode","cuisine.type","score","grade"
"JAZZY WINGS & SOUTHERN CUISINE",2016-06-30,50052183,"QUEENS",11433,"American",4,"A"
"JB CRISPY PANCAKE",2015-08-13,50016670,"QUEENS",11354,"Chinese",2,"A"
"JC DESSERT",2015-09-29,50035495,"QUEENS",11373,"Juice/Smoothies/Ice Cream/Yogurt",11,"A"
"JC GARDEN",2015-12-22,41599118,"QUEENS",11374,"Chinese",8,"A"
"JC MAR RESTAURANT",2016-09-08,41303170,"BROOKLYN",11216,"Spanish",31,"C"
"JD INDIAN CUISINE",2016-09-12,50001432,"QUEENS",11004,"South Asian (Indian, Pakistani, Afghan, etc)",12,"A"
"JEAN CLAUDE FRENCH BISTRO",2016-09-19,41643117,"MANHATTAN",10021,"French",21,"B"
"JEAN DANET FRENCH PASTRY",2016-05-02,40639085,"BROOKLYN",11209,"Bakery",13,"A"
"JEAN GEORGES",2016-05-03,40562839,"MANHATTAN",10023,"French",9,"A"
"JEBON",2016-09-14,50002421,"MANHATTAN",10003,"Asian",12,"A"
"JEEPNEY",2015-09-01,50000975,"MANHATTAN",10003,"Southeast Asian (Thai, Viet, Malaysia, etc)",11,"A"
"JEF CHINESE",2016-07-18,50043640,"MANHATTAN",10017,"Chinese",21,"B"
"JEFFERIES CAFE (5th Floor)",2016-01-14,50036654,"MANHATTAN",10022,"American",9,"A"
"JEFFREY'S GROCERY RESTAURANT & OYSTER BAR",2016-03-22,41541928,"MANHATTAN",10014,"Seafood",10,"A"
"JEJU DO",2016-04-13,50008765,"QUEENS",11358,"Korean",17,"B"
"JEKYLL AND HYDE",2016-08-23,50037511,"MANHATTAN",10014,"American",19,"B"
"JEMZ RESTAURANT",2016-09-09,50040683,"BROOKLYN",11213,"Caribbean",17,"B"
"JEN'S RESTAURANT",2015-11-18,41678260,"BRONX",10461,"Chinese",8,"A"
"JEN'S ROTI SHOP",2016-06-23,41570741,"BROOKLYN",11226,"Caribbean",18,"B"
"JEN'S ROTI SHOP # 3",2015-12-21,50004575,"QUEENS",11420,"Caribbean",11,"A"
"JEN RESTAURANT",2015-12-30,50033989,"QUEENS",11432,"Spanish",26,"B"
"JENAVIES CAFE",2016-07-12,50052463,"BRONX",10465,"Latin",4,"A"
"JENIVIEVE'S JERK ROTISSERIE",2016-08-15,50047976,"QUEENS",11428,"Caribbean",12,"A"
"JENNIFER'S RESTAURANT",2016-03-01,40886435,"QUEENS",11432,"Latin",10,"A"
"JENNIFER'S WAY BAKERY",2016-05-12,41712772,"MANHATTAN",10009,"Other",10,"A"
"JENNIFER CAFE",2016-04-20,41047349,"MANHATTAN",10003,"Latin",10,"A"
"JENNIS DELI AND GRILL AND GROCERY",2016-08-02,50015069,"BROOKLYN",11223,"Spanish",12,"A"
"JENNY'S ROTI SHOP",2016-04-13,41549526,"BRONX",10462,"Caribbean",13,"A"
"JENNY COFFEE SHOP",2015-12-10,50036835,"BRONX",10456,"Latin",4,"A"
"JENNY COFFEE SHOP #2",2016-06-22,50002701,"BROOKLYN",11213,"Spanish",9,"A"
"JENTANA'S PIZZA",2015-11-18,40397626,"BROOKLYN",11219,"Pizza",5,"A"
"JEREMY'S ALE HOUSE",2016-04-11,41017547,"MANHATTAN",10038,"American",13,"A"
"JERK HUT",2016-04-13,40576810,"QUEENS",11413,"Caribbean",13,"A"
"JERK PAN KUSINE",2015-11-09,50040265,"QUEENS",11429,"Caribbean",12,"A"
"JEROME'S PIZZA & PASTA",2016-02-02,41453548,"BRONX",10468,"Pizza",7,"A"
"JEROME AVENUE GRILL",2015-11-02,50042670,"BRONX",10468,"American",2,"A"
"Jeromes",2015-08-11,50008059,"MANHATTAN",10002,"American",2,"A"
"JERRY'S 637 DINER",2016-04-27,40876297,"STATEN ISLAND",10304,"American",13,"A"
"JERRY'S COFFEE SHOP",2016-04-27,50032749,"BRONX",10459,"Delicatessen",14,"B"
"JERRY'S LITTLE TOWN",2016-07-26,50046778,"QUEENS",11416,"Latin",7,"A"
"JERRY'S PIZZA",2016-08-31,41341959,"BRONX",10469,"Pizza",2,"A"
"JERSEY MIKE'S SUBS",2016-05-25,50001812,"MANHATTAN",10038,"Delicatessen",9,"A"
"JERUSALEM CAFE",2016-06-24,41643561,"MANHATTAN",10018,"Jewish/Kosher",9,"A"
"JERUSALEM II PIZZA",2016-09-19,40992205,"BROOKLYN",11230,"Jewish/Kosher",26,"B"
"JERUSALEM PITA HOT",2016-02-10,41722495,"QUEENS",11102,"Mediterranean",8,"A"
"JERUSALEM PIZZA",2016-08-29,40401837,"BROOKLYN",11230,"Pizza",9,"A"
"JERUSALEM RESTAURANT",2016-07-26,41466982,"MANHATTAN",10025,"Middle Eastern",13,"A"
"JERUSALEM STEAKHOUSE",2016-08-25,50045955,"BROOKLYN",11223,"Jewish/Kosher",10,"A"
"JES COFFEE",2016-04-07,50039408,"MANHATTAN",10002,"Cafe/Coffee/Tea",13,"A"
"JESSI 'S COFFEE SHOP",2016-03-11,41090020,"BROOKLYN",11206,"Cafe/Coffee/Tea",11,"A"
"JESSIE'S EXPRESS CAFE",2016-05-18,41678553,"MANHATTAN",10001,"Delicatessen",7,"A"
"JESUIT MISSION HOUSE KITCHEN",2016-05-04,41480287,"MANHATTAN",10028,"American",7,"A"
"JESUS TACO",2016-05-25,50001995,"MANHATTAN",10027,"American",8,"A"
"JET BLUE CAFETERIA",2016-08-17,41701679,"QUEENS",11430,"American",27,"B"
"JEUN JU KOREAN RESTAURANT",2016-01-14,41454419,"QUEENS",11354,"Korean",12,"A"
"JEWEL'S CAFE",2016-03-05,50041575,"BROOKLYN",11225,"South Asian (Indian, Pakistani, Afghan, etc)",12,"A"
"JEWEL BAKO",2016-03-15,40816162,"MANHATTAN",10003,"Japanese",11,"A"
"JEWISH GUILD FOR THE BLIND Cafe",2016-06-03,41419984,"MANHATTAN",10023,"American",10,"A"
"JEZERO CAFE",2016-02-09,50043036,"BROOKLYN",11223,"Italian",12,"A"
"JFK FRIED CHICKEN",2016-08-22,50049021,"MANHATTAN",10029,"Other",24,"B"
"JFK JERK CENTER",2016-06-15,50002515,"QUEENS",11436,"Caribbean",17,"B"
"JFK PIZZERIA",2016-07-07,50043804,"QUEENS",11436,"Italian",12,"A"
"JG Mellon",2016-06-27,50034098,"MANHATTAN",10012,"American",9,"A"
"JG MELON RESTAURANT",2016-08-01,40367241,"MANHATTAN",10021,"American",33,"C"
"JIA BAO 103",2016-08-23,50052163,"QUEENS",11368,"Chinese",20,"B"
"JIA XIANG BAKERY",2016-02-16,41467458,"BROOKLYN",11220,"Chinese",10,"A"
"JIA XIANG KITCHEN",2016-03-01,50011701,"BROOKLYN",11220,"Chinese",7,"A"
"JIA XING RESTAURANT",2016-09-07,50005363,"BROOKLYN",11215,"Chinese",13,"A"
"JIAN CHINESE RESTAURANT",2016-04-04,41358370,"QUEENS",11362,"Chinese",3,"A"
"JIAN ON CHINESE RESTAURANT",2016-08-22,40871752,"QUEENS",11040,"Chinese",13,"A"
"JIANG NAN LOU RESTAURANT",2016-06-20,50041786,"QUEENS",11354,"Chinese",27,"B"
"JIB LANES",2016-04-29,41387292,"QUEENS",11365,"American",9,"A"
"JIKJI CAFE",2016-09-21,40934037,"QUEENS",11430,"Japanese",23,"B"
"Jill Lindsey",2015-09-08,50012008,"BROOKLYN",11205,"Other",0,"A"
"JILLY'S COFFEE SHOP",2016-05-23,50038382,"BROOKLYN",11234,"Middle Eastern",3,"A"
"JIM'S CHINA KING",2016-08-03,41654997,"QUEENS",11385,"Chinese",6,"A"
"JIM BRADY'S RESTAURANT",2016-07-20,40369869,"MANHATTAN",10038,"European (Irish, English, German, etc)",8,"A"
"JIM BYRNE WEE PUB",2016-08-24,41571354,"QUEENS",11416,"European (Irish, English, German, etc)",10,"A"
"JIMBO'S",2016-01-25,50016820,"MANHATTAN",10027,"American",8,"A"
"JIMBO'S BURGER PALACE",2016-09-23,41122435,"MANHATTAN",10037,"American",7,"A"
"JIMBO'S HAMBURGER",2016-09-23,50053193,"MANHATTAN",10032,"American",10,"A"
"JIMBO'S HAMBURGER PALACE",2016-08-16,50016495,"BRONX",10454,"American",17,"B"
"JIMBO'S HAMBURGER PLACE",2016-09-02,41096895,"MANHATTAN",10039,"American",4,"A"
"JIMBO'S HAMBURGERS",2016-09-01,50054425,"BRONX",10454,"American",5,"A"
"JIMBOS BAR & RESTAURANT",2016-04-08,50046722,"QUEENS",11102,"Mediterranean",24,"B"
"JIMBOS HAMBURGER",2016-06-29,41235974,"MANHATTAN",10034,"American",9,"A"
"JIMMY",2016-05-20,50007580,"MANHATTAN",10013,"American",7,"A"
"JIMMY'S",2016-09-23,41610168,"BROOKLYN",11222,"American",5,"A"
"JIMMY'S CORNER",2015-09-28,40368374,"MANHATTAN",10036,"American",6,"A"
"JIMMY'S DELI & GRILL",2016-08-31,50050099,"BROOKLYN",11219,"Delicatessen",11,"A"
"JIMMY'S DINER",2015-10-13,41284555,"BROOKLYN",11211,"American",8,"A"
"JIMMY'S GRAND CAFE",2016-08-29,50044163,"BRONX",10472,"American",23,"B"
"JIMMY'S HOUSE CHINESE CUISINE",2016-08-25,41529795,"MANHATTAN",10010,"Chinese",13,"A"
"JIMMY'S ON 7TH STREET",2016-01-05,41215164,"MANHATTAN",10003,"American",12,"A"
"JIMMY'S ON THE GO",2016-09-15,41679934,"BRONX",10456,"American",10,"A"
"JIMMY'S PLACE",2016-06-20,41126771,"BROOKLYN",11228,"American",13,"A"
"JIMMY'S SEASIDE FRIES",2016-04-11,50046774,"QUEENS",11373,"American",12,"A"
"JIMMY'S TRATTORIA",2015-12-30,41351706,"QUEENS",11361,"Italian",10,"A"
"Jimmy Deli Grill",2016-07-06,41642550,"BRONX",10462,"American",13,"A"
"JIMMY FINGERS CARIBBEAN CUISINE & SEAFOOD",2016-06-14,50010397,"BROOKLYN",11203,"Caribbean",26,"B"
"JIMMY MAX RESTAURANT",2016-08-16,40387243,"STATEN ISLAND",10314,"American",46,"C"
"JIMMY RYAN'S",2016-06-17,40524837,"BRONX",10461,"American",11,"A"
"JIMMYS AMERICAN GRILL & BAR",2016-08-01,40929887,"MANHATTAN",10018,"American",11,"A"
"JIMMYS PIZZA",2016-05-12,41632118,"BROOKLYN",11207,"Pizza",3,"A"
"JIN CHENG RESTAURANT",2016-07-14,50019235,"QUEENS",11354,"Chinese",10,"A"
"JIN DAL LAE 7",2016-06-27,50042267,"QUEENS",11354,"Korean",11,"A"
"JIN FENG FISH BALL",2016-06-23,41685457,"QUEENS",11355,"Chinese",17,"B"
"JIN FENG RESTAURANT",2016-03-22,41242146,"MANHATTAN",10002,"Chinese",5,"A"
"JIN JIN HONG KONG CAFE",2016-06-14,41548756,"BROOKLYN",11204,"Chinese",27,"B"
"JIN RAMEN",2016-07-22,41615257,"MANHATTAN",10027,"Japanese",7,"A"
"JIN RAMEN UWS",2016-03-16,50018219,"MANHATTAN",10024,"Japanese",10,"A"
"JIN SUSHI & THAI",2016-01-21,50009349,"BROOKLYN",11229,"Asian",9,"A"
"JING FONG RESTAURANT",2016-05-25,40395023,"MANHATTAN",10013,"Chinese",11,"A"
"JING FU HOUSE",2016-07-06,41424031,"QUEENS",11372,"Chinese",11,"A"
"JING LUNG CHINESE RESTAURANT",2016-08-29,41643671,"BROOKLYN",11225,"Chinese",23,"B"
"JING WAH CHINESE RESTAURANT",2016-02-04,50044427,"QUEENS",11417,"Chinese",12,"A"
"JING WAY FOOD",2016-05-11,50018459,"BROOKLYN",11220,"Chinese",2,"A"
"JING WOK KITCHEN",2016-09-15,50006461,"BROOKLYN",11216,"Chinese",22,"B"
"JING XIN CHINESE FOOD TAKE OUT",2016-03-11,41634847,"BRONX",10454,"Chinese",13,"A"
"JING XIN RESTAURANT",2016-03-29,41511775,"BRONX",10452,"Chinese",10,"A"
"JINMEN B.B.Q. NY.1",2015-12-10,50043825,"QUEENS",11355,"Chinese",3,"A"
"JIREH HOT BAGEL & CAFE",2015-11-07,41586521,"BROOKLYN",11236,"Bakery",7,"A"
"JIREH RESTAURANT",2016-09-16,41579195,"BROOKLYN",11214,"Spanish",9,"A"
"JIVAMUKTEA CAFE",2016-04-15,41299007,"MANHATTAN",10012,"Other",7,"A"
"JJ'S CAFE",2015-11-18,41670066,"MANHATTAN",10019,"American",10,"A"
"JJ'S COFFEE SHOP AND RESTAURANT FRITAILLE",2015-10-29,41478586,"BROOKLYN",11210,"Caribbean",10,"A"
"JJ'S JAMAICAN RESTAURANT",2016-07-01,41504871,"BROOKLYN",11225,"Caribbean",13,"A"
"JJ BROWN CUP",2016-03-09,50043079,"MANHATTAN",10128,"Other",9,"A"
"JJ DELI",2016-05-11,41464253,"QUEENS",11101,"American",16,"B"
"JJ GARDEN RESTAURANT",2015-11-12,40549443,"QUEENS",11370,"Chinese",12,"A"
"JJ s ASIAN FUSION",2016-01-28,41532380,"QUEENS",11103,"Japanese",12,"A"
"JJACK BAR-ROOM",2015-11-05,41673367,"QUEENS",11358,"Korean",12,"A"
"JJM CAFE",2016-02-23,50018653,"BROOKLYN",11204,"Chinese",12,"A"
"JK & SONS COFFEE SHOP",2016-04-21,41139783,"BROOKLYN",11206,"American",11,"A"
"JK BAKERY",2016-09-07,40961620,"QUEENS",11354,"Bakery",12,"A"
"JM COFFEE SHOP & BAKERY",2016-03-04,50001212,"QUEENS",11432,"Spanish",23,"B"
"JO JO",2016-08-31,40848604,"MANHATTAN",10065,"French",10,"A"
"JO JO PIZZA",2016-02-02,41602165,"BRONX",10472,"Pizza",7,"A"
"JO JO PIZZA & BURGERS",2016-06-14,50019253,"BRONX",10451,"Pizza",2,"A"
"JO JUICE AND SALAD BAR",2016-01-06,50035078,"BROOKLYN",11216,"Juice/Smoothies/Ice Cream/Yogurt",12,"A"
"JOAH",2016-08-23,50047805,"QUEENS",11358,"Korean",12,"A"
"JOANNE TRATTORIA",2015-09-17,41639072,"MANHATTAN",10023,"Italian",7,"A"
"JODY'S CLUB",2016-06-16,40369158,"STATEN ISLAND",10301,"American",12,"A"
"JOE",2016-06-14,41556791,"MANHATTAN",10027,"American",13,"A"
"JOE'S",2016-04-06,41290351,"MANHATTAN",10024,"American",12,"A"
"JOE'S BAR & GRILL",2015-11-04,40950193,"BROOKLYN",11223,"American",5,"A"
"JOE'S CRAB SHACK",2016-08-25,50012418,"BRONX",10475,"Seafood",27,"B"
"JOE'S GINGER RESTAURANT",2016-08-11,41084481,"MANHATTAN",10013,"Chinese",7,"A"
"JOE'S LOBSTER HOUSE",2016-05-24,41603129,"STATEN ISLAND",10305,"Seafood",13,"A"
"JOE'S OF AVE U",2016-08-09,40611479,"BROOKLYN",11223,"Italian",13,"A"
"JOE'S PIZZA",2016-08-04,41540476,"BROOKLYN",11215,"Pizza",8,"A"
"JOE'S PIZZA & PASTA",2016-06-01,50015757,"QUEENS",11362,"Pizza",10,"A"
"JOE'S PIZZA AND PASTA RESTAURANT",2016-09-07,50013258,"QUEENS",11421,"Pizza",2,"A"
"JOE'S PIZZERIA RESTAURANT",2016-02-29,41151839,"BROOKLYN",11208,"Pizza",8,"A"
"JOE'S PIZZERIA RESTAURANT & DELI",2016-06-06,41641837,"QUEENS",11378,"Pizza",12,"A"
"JOE'S PLACE",2016-06-19,40680764,"BRONX",10472,"Latin",24,"B"
"JOE'S PUB",2016-04-05,40662495,"MANHATTAN",10003,"American",12,"A"
"JOE'S RESTAURANT",2016-08-24,40923379,"QUEENS",11385,"Italian",20,"B"
"JOE'S SHANGHAI RESTAURANT",2016-08-08,40548766,"MANHATTAN",10013,"Chinese",47,"C"
"JOE'S SICILIAN BAKERY",2016-05-03,41597456,"QUEENS",11364,"Bakery",12,"A"
"JOE-THE ART OF COFFEE",2015-11-06,41088457,"MANHATTAN",10003,"Cafe/Coffee/Tea",12,"A"
"JOE & JOHN'S PIZZA RESTAURANT",2016-08-31,50043922,"QUEENS",11385,"Pizza",25,"B"
"JOE & JOHN TOTO'S RESTAURANT",2015-10-28,40956260,"STATEN ISLAND",10305,"Italian",11,"A"
"JOE & MISSES DOE",2016-01-29,41341181,"MANHATTAN",10003,"American",12,"A"
"JOE & PAT'S PIZZERIA",2016-09-12,40365454,"STATEN ISLAND",10314,"Pizza",22,"B"
"JOE & SAL'S PIZZERIA",2016-09-23,50051668,"BROOKLYN",11225,"Pizza",27,"B"
"JOE & THE JUICE",2016-08-22,50048216,"MANHATTAN",10036,"Juice/Smoothies/Ice Cream/Yogurt",43,"C"
"JOE ALLEN RESTAURANT",2016-07-19,40365644,"MANHATTAN",10036,"American",2,"A"
"JOE BROADWAY'S SPORT CLUB",2016-02-09,50041111,"STATEN ISLAND",10308,"American",7,"A"
"JOE BROADWAYS BILLIARDS",2016-08-17,41658762,"STATEN ISLAND",10303,"American",22,"B"
"JOE COFFEE",2016-05-27,50049735,"MANHATTAN",10013,"Cafe/Coffee/Tea",58,"C"
"JOE COFFEE SHOP",2016-05-27,50043734,"MANHATTAN",10011,"Cafe/Coffee/Tea",5,"A"
"JOE COFFEE/KIOSK",2015-10-16,50008689,"MANHATTAN",10017,"Cafe/Coffee/Tea",10,"A"
"JOE G  RESTAURANT (DA VINCI HOTEL)",2016-04-21,41205309,"MANHATTAN",10019,"Italian",12,"A"
"JOE JOE PIZZERIA",2016-06-02,41626415,"STATEN ISLAND",10310,"Pizza",5,"A"
"JOE JR. RESTAURANT",2016-04-14,50007714,"MANHATTAN",10003,"American",8,"A"
"JOE: THE ART OF COFFEE",2016-07-28,41345732,"MANHATTAN",10011,"Cafe/Coffee/Tea",9,"A"
"JOE:THE ART OF COFFEE",2016-06-07,41399812,"MANHATTAN",10024,"Cafe/Coffee/Tea",6,"A"
"JOEL'S",2016-08-11,41382526,"QUEENS",11385,"Bakery",3,"A"
"JOEY'S PIZZERIA",2016-02-25,41131167,"QUEENS",11378,"Pizza",10,"A"
"JOEY'S PLACE",2016-04-21,40390781,"QUEENS",11370,"Italian",10,"A"
"JOEY PEPPERONI",2016-09-12,50013002,"MANHATTAN",10013,"Pizza",13,"A"
"JOEY PEPPERONI'S PIZZA",2016-06-07,50012136,"MANHATTAN",10018,"Pizza",35,"C"
"JOEY PEPPERONIS PIZZA",2016-02-02,41684250,"MANHATTAN",10009,"Italian",12,"A"
"JOEY PEPPERONIS PIZZA AND FAT BOYS CHICKEN AND RIBS",2016-04-11,50012621,"QUEENS",11432,"Pizza",20,"B"
"JOHAL DELI",2016-08-04,41389304,"MANHATTAN",10025,"South Asian (Indian, Pakistani, Afghan, etc)",17,"B"
"JOHANA RESTAURANT",2016-02-01,41495091,"BROOKLYN",11221,"Spanish",13,"A"
"JOHN'S BAR",2015-10-08,50013920,"QUEENS",11379,"American",7,"A"
"JOHN'S DELI",2016-06-03,41642570,"BROOKLYN",11223,"American",11,"A"
"JOHN'S DINER",2016-04-05,41708278,"BRONX",10472,"American",10,"A"
"JOHN'S DONUT & COFFEE SHOP",2016-08-25,40733334,"BROOKLYN",11205,"American",11,"A"
"JOHN'S FAMOUS DELI",2016-08-02,41400734,"STATEN ISLAND",10302,"Delicatessen",22,"B"
"JOHN'S FRIED CHICKEN",2016-08-31,50053703,"BRONX",10463,"Spanish",22,"B"
"JOHN'S LUNCHEONETTE",2016-05-12,40980061,"BRONX",10467,"American",9,"A"
"JOHN'S PIZZA",2016-06-22,40578773,"MANHATTAN",10036,"Pizza",13,"A"
"JOHN'S PIZZA AND RESTAURANT",2016-06-20,41306529,"STATEN ISLAND",10306,"Pizza",12,"A"
"JOHN'S PIZZERIA",2016-08-22,40674475,"MANHATTAN",10014,"Pizza",9,"A"
"JOHN'S PIZZERIA AND RESTAURANT",2016-04-18,41560744,"QUEENS",11432,"Pizza",13,"A"
"JOHN'S RESTAURANT",2016-05-04,40367407,"MANHATTAN",10003,"Italian",12,"A"
"JOHN & JOE PIZZERIA & RESTAURANT",2015-11-16,40377243,"BRONX",10462,"Pizza",10,"A"
"JOHN & TONYS PIZZA",2016-08-22,40399359,"MANHATTAN",10065,"Pizza",9,"A"
"JOHN BROWN SMOKEHOUSE",2016-06-01,41677912,"QUEENS",11101,"American",5,"A"
"JOHN DOE BAR & KITCHEN",2016-06-13,50032938,"MANHATTAN",10016,"American",11,"A"
"JOHN DORY OYSTER BAR",2016-01-08,41533092,"MANHATTAN",10001,"Seafood",2,"A"
"JOHN HUGHES KNIGHTS OF COLUMBUS CLUB",2016-05-14,40734506,"BROOKLYN",11228,"American",8,"A"
"JOHN JAY DINING HALL",2016-04-12,41424474,"MANHATTAN",10027,"American",12,"A"
"JOHN MULLIGAN'S FIRESIDE PUB",2016-02-17,40370150,"BRONX",10470,"American",13,"A"
"JOHN SULLIVAN'S PUB",2016-08-18,50010054,"MANHATTAN",10001,"European (Irish, English, German, etc)",10,"A"
"JOHNNY'S BAKERY",2016-04-12,41476982,"BRONX",10459,"Bakery",10,"A"
"JOHNNY'S BAR",2016-02-24,40401895,"MANHATTAN",10011,"American",12,"A"
"JOHNNY'S CAFE",2016-09-06,41321220,"QUEENS",11378,"European (Irish, English, German, etc)",7,"A"
"JOHNNY'S FRIED CHICKEN",2015-10-13,50000307,"BRONX",10452,"Other",12,"A"
"JOHNNY'S GRILL",2016-04-18,50034670,"BROOKLYN",11209,"American",12,"A"
"JOHNNY'S PIZZA",2016-08-31,41335681,"BROOKLYN",11220,"Pizza",20,"B"
"JOHNNY'S PIZZA RESTAURANT",2016-05-11,41676393,"BRONX",10457,"Pizza",4,"A"
"JOHNNY'S REEF RESTAURANT",2016-06-17,40369641,"BRONX",10464,"Seafood",12,"A"
"JOHNNY'S RESTAURANT BAR & LOUNGE",2016-03-19,41627769,"QUEENS",11417,"Caribbean",21,"B"
"JOHNNY MACK'S BAR",2015-10-22,40401002,"BROOKLYN",11215,"American",11,"A"
"JOHNNY PUMPS",2015-12-17,40887371,"BROOKLYN",11209,"American",13,"A"
"JOHNNY ROCKETS",2016-07-11,41271345,"MANHATTAN",10022,"American",13,"A"
"JOHNNY UTAHS",2016-09-21,41280792,"MANHATTAN",10019,"American",27,"B"
"JOHNS CAFE & RESTURANT",2016-08-03,40377630,"MANHATTAN",10017,"American",7,"A"
"JOHNS PIZZA",2016-08-01,41704055,"BRONX",10472,"Pizza",7,"A"
"JOHNSON BAR-B-Q",2016-04-27,41661089,"BRONX",10456,"Other",2,"A"
"JOHNY'S LUNCHEONETTE",2016-06-21,41023740,"MANHATTAN",10001,"American",7,"A"
"JOJO'S PIZZA",2015-10-10,40892913,"BROOKLYN",11212,"Pizza",5,"A"
"JOJO PIZZA #2",2015-12-16,50044430,"BRONX",10460,"Pizza",11,"A"
"JOJU",2016-03-03,41594766,"QUEENS",11373,"Delicatessen",9,"A"
"JOLIE CANTINA",2016-02-24,41580873,"BROOKLYN",11231,"French",7,"A"
"JOLLIBEE",2015-12-16,41381962,"QUEENS",11377,"Other",13,"A"
"JOLLY TINKER",2016-03-23,40730115,"BRONX",10458,"American",10,"A"
"JOLOFF",2016-07-21,41595491,"BROOKLYN",11216,"Other",5,"A"
"JONES DAY CAFE & COFFEE BAR",2016-09-14,50050253,"MANHATTAN",10281,"American",8,"A"
"JONES REAVIS & PAGUE LLP",2015-10-16,40882732,"MANHATTAN",10017,"American",7,"A"
"JONES WOOD FOUNDRY",2016-06-20,41557377,"MANHATTAN",10021,"European (Irish, English, German, etc)",17,"B"
"JONG RO BBQ RESTAURANT/GOLDEN PIG",2016-04-04,41556150,"QUEENS",11361,"Korean",23,"B"
"JONGRO BBQ",2016-09-22,50033103,"QUEENS",11354,"Asian",33,"C"
"JONNY'S PANINI HK",2016-05-16,50047851,"MANHATTAN",10018,"Delicatessen",2,"A"
"JOOMAKGOL",2015-10-22,50040815,"QUEENS",11354,"Korean",5,"A"
"JOONG HAN BOON (CHINESE-KOREAN DUMPLINGS AND NOODLE)",2016-08-09,50032977,"QUEENS",11354,"Asian",11,"A"
"JOONG KOOG JIP",2016-08-18,50043522,"QUEENS",11355,"Korean",7,"A"
"JOOSED BY LLOYD'S",2016-09-09,50040451,"MANHATTAN",10029,"Juice/Smoothies/Ice Cream/Yogurt",15,"B"
"JOPHSUA 19",2016-02-11,41108068,"QUEENS",11418,"Mexican",10,"A"
"JORA RESTAURANT AND BAR",2016-01-30,50012056,"QUEENS",11101,"Latin",13,"A"
"JORGE'S RESTAURANT",2016-07-19,50010708,"QUEENS",11385,"Latin",12,"A"
"JOSE EL PATRON",2016-09-01,50039576,"QUEENS",11368,"Mexican",2,"A"
"JOSE FISH MARKET",2015-09-25,41491686,"QUEENS",11372,"Seafood",2,"A"
"JOSEPH'S DREAM BURGER",2015-12-22,50034142,"BROOKLYN",11230,"Jewish/Kosher",9,"A"
"JOSEPH'S PIZZA",2016-04-05,50044128,"BRONX",10467,"Pizza",17,"B"
"JOSEPH'S RISTORANTE",2016-05-16,40398586,"MANHATTAN",10004,"Italian",10,"A"
"JOSEPH LEONARD",2016-08-09,41431046,"MANHATTAN",10014,"American",18,"B"
"JOSHUA TREE",2016-05-20,40603807,"MANHATTAN",10016,"American",5,"A"
"JOSHUE DELI & JUICE BAR",2015-11-02,41504873,"BRONX",10453,"Latin",7,"A"
"JOSIE'S BAR",2015-10-29,41682808,"MANHATTAN",10009,"American",7,"A"
"JOSIE WOOD'S PUB",2015-08-25,40703739,"MANHATTAN",10003,"American",5,"A"
"JOU JOU CAFE",2015-09-18,41491302,"MANHATTAN",10032,"Delicatessen",9,"A"
"JOU JOU CAFE (Presbyterian hospital)",2015-10-27,41441238,"MANHATTAN",10032,"American",7,"A"
"JOUR ET NUIT CAFE AND RESTAURANT",2016-03-23,41126295,"QUEENS",11103,"Cafe/Coffee/Tea",6,"A"
"JOUVAY NIGHT CLUB",2016-04-02,41627984,"QUEENS",11435,"Caribbean",7,"A"
"JOY & SNOOK RESTAURANT AND BAKERY",2016-02-03,41530091,"BROOKLYN",11216,"Caribbean",13,"A"
"JOY BURGER BAR",2016-08-02,50016832,"MANHATTAN",10029,"American",13,"A"
"JOY CURRY & TANDOOR",2016-08-24,40946298,"MANHATTAN",10017,"South Asian (Indian, Pakistani, Afghan, etc)",8,"A"
"JOY GARDEN",2016-06-30,41271498,"BROOKLYN",11207,"Chinese",13,"A"
"JOY GARDEN RESTAURANT",2016-06-28,41365690,"BRONX",10462,"Chinese",50,"C"
"JOY INDIAN RESTAURANT",2016-03-02,40928416,"BROOKLYN",11217,"South Asian (Indian, Pakistani, Afghan, etc)",19,"B"
"JOY KITCHEN",2016-07-25,50044691,"BROOKLYN",11215,"Chinese",12,"A"
"JOY LUCK PALACE",2016-06-27,50045634,"MANHATTAN",10013,"Chinese",18,"B"
"JOY LUCK SEAFOOD RESTAURANT",2016-09-16,41695581,"BROOKLYN",11214,"Chinese",19,"B"
"JOY PIZZA",2016-02-17,50040575,"BRONX",10456,"Pizza",2,"A"
"JOYA",2016-03-23,40799210,"BROOKLYN",11201,"Southeast Asian (Thai, Viet, Malaysia, etc)",7,"A"
"JOYA HALL",2016-08-01,50037375,"QUEENS",11374,"South Asian (Indian, Pakistani, Afghan, etc)",12,"A"
"JOYCE'S TAVERN",2016-05-12,50035412,"STATEN ISLAND",10312,"Other",5,"A"
"JOYCE'S WEST INDIES RESTAURANT",2016-08-05,40883740,"BROOKLYN",11203,"Caribbean",13,"A"
"JOYCE BAKESHOP",2016-02-23,41190791,"BROOKLYN",11238,"French",12,"A"
"JOYFUL DRAGON CHINESE RESTAURANT",2015-12-07,41680367,"BRONX",10469,"Chinese",2,"A"
"Joyful Yummy House",2016-03-09,50016458,"QUEENS",11354,"Chinese",5,"A"
"JP'S BAR",2016-02-03,40545820,"BROOKLYN",11229,"American",13,"A"
