"","Category","name","member","Location","FoundedDate","Group.reviews","Past.Meetups","Upcoming.Meetups","UpcommingEventName","UpcommingEventGoing","UpcommingEventDate","UpcommingEventTime","url","U_e_wd","U_temp_time"
"423","Food & Drink","Manhattan Fun Things",2139,"New York, NY",2014-01-20,NA,119,1,"Upscale Penthouse Party! (2 For 1 Drinks, Comp Apps, DJ, Dancing, Icebreakers)",29,2016-11-19,"08:00 PM","https://www.meetup.com/newyorkfunevents/","Sat","20:00:00"
"424","Food & Drink","""The New York British Social Group""",928,"New York, NY",2009-06-11,8,179,1,"Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!",107,2016-11-23,"06:00 PM","https://www.meetup.com/New-York-British-Meetup/","Wed","18:00:00"
"425","Food & Drink","Downtown Jersey City Gilmore Girls Appreciation Society",23,"Jersey City, NJ",2016-04-18,NA,5,1,"Netflix & Chil(ies)",12,2016-11-18,"07:00 PM","https://www.meetup.com/Downtown-Jersey-City-Gilmore-Girls-Appreciation-Society/","Fri","19:00:00"
"426","Food & Drink","Eat Me! New York",2001,"New York, NY",2009-02-19,6,154,5,"An Asian Brunch Adventure @ The Museum - A Six Course Experience",2,2016-11-13,"12:00 PM","https://www.meetup.com/Eat-Me-New-York/","Sun","12:00:00"
"427","Food & Drink","New York Irish Food & Drink Meetup",311,"New York, NY",2015-01-12,4,15,2,"(IRISH CHEDDAR) SOUP & SUPPER",4,2016-12-03,"07:00 PM","https://www.meetup.com/New-York-Irish-Food-Beverage-Meetup/","Sat","19:00:00"
"428","Food & Drink","New York Foodie Place",665,"New York, NY",2016-08-15,NA,2,1,"FOOD TASTING IS COMING SOON- Sign Up!",11,2016-11-29,"07:00 PM","https://www.meetup.com/New-York-Foodie-Place/","Tue","19:00:00"
"429","Food & Drink","North Jersey Wino Chicks",98,"Jersey City, NJ",2016-07-20,2,12,4,"Join Us! Sunday for a Wine Tour to Three Wineries - Warwick, NY",9,2016-11-13,"10:30 AM","https://www.meetup.com/Jersey-Wino-Chicks/","Sun","10:30:00"
"430","Food & Drink","Jersey City Vegan Potlucks",48,"Jersey City, NJ",2016-10-08,NA,0,1,"Make your favorite vegan dish!",12,2016-12-04,"06:00 PM","https://www.meetup.com/Jersey-City-Vegan-Vegetarian-Potluck/","Sun","18:00:00"
"431","Food & Drink","WINE LOVERS OF NYC",3195,"New York, NY",2014-01-31,5,34,2,"Introduction to Armagnac",8,2016-11-13,"02:00 PM","https://www.meetup.com/Wine-Lovers-of-NYC/","Sun","14:00:00"
"432","Food & Drink","NYC Gay Men's Wine Dinner Group",1105,"New York, NY",2015-05-21,6,19,1,"The Balkans",10,2016-11-14,"06:30 PM","https://www.meetup.com/NYC-Gay-Mens-Wine-Dinner-Group/","Mon","18:30:00"
"433","Food & Drink","VegOut NYC",1176,"New York, NY",2005-02-09,34,286,1,"Thanksgiving in Brooklyn!",11,2016-11-24,"02:00 PM","https://www.meetup.com/vegout-nyc/","Thu","14:00:00"
"434","Food & Drink","Wine & Film in New York",1141,"New York, NY",2015-01-30,NA,19,3,"Women's International Film Festival - 30% Discount!",5,2016-11-12,"07:00 PM","https://www.meetup.com/Wine-Film-in-New-York/","Sat","19:00:00"
"435","Food & Drink","New York Wine Event Lovers",652,"New York, NY",2015-03-10,NA,16,2,"Brooklyn Crush Wine Event",3,2016-11-12,"02:30 PM","https://www.meetup.com/New-York-Wine-Events/","Sat","14:30:00"
"436","Food & Drink","Over 45+ New York Dinner Meetup",669,"New York, NY",2015-05-11,2,73,7,"Brooklyn Wine and Food Festival",6,2016-11-12,"01:45 PM","https://www.meetup.com/Over-45-New-York-Dinner-Meetup/","Sat","13:45:00"
"437","Food & Drink","Lesbian Foodies Exploring NYC",175,"New York, NY",2016-09-15,NA,1,2,"location tbd",1,2016-12-17,"11:00 AM","https://www.meetup.com/Lesbian-Foodies-Exploring-NYC-Meetup/","Sat","11:00:00"
"438","Food & Drink","NYC Vegetarian and Cultural Events",890,"New York, NY",2009-10-03,9,179,1,"Multi-Meetup 2016 Holiday Kick-off: Wine Tasting, Healthful Snacks, Networking!",2,2016-12-01,"06:30 PM","https://www.meetup.com/NYC-Vegetarian-Culture/","Thu","18:30:00"
"439","Food & Drink","The Williamsburg Weekend Brunch Club",143,"Brooklyn, NY",2012-09-23,3,23,1,"Last-Minute Meetup: Bloody Mary Battle",1,2016-11-12,"10:00 AM","https://www.meetup.com/The-Williamsburg-Weekend-Brunch-Club/","Sat","10:00:00"
"440","Food & Drink","The New York Irish Pub Challenge Meetup",388,"New York, NY",2013-07-27,3,49,1,"Saturday Brunch, Ireland vs Austria World Cup Soccer Qualifier at Abbey Tavern",7,2016-11-12,"11:30 AM","https://www.meetup.com/The-New-York-Irish-Pub-Challenge-Meetup/","Sat","11:30:00"
"441","Food & Drink","Travel and Dinner Group for Mature Adults",506,"New York, NY",2015-06-13,3,71,8,"Brooklyn Wine and Food Festival",1,2016-11-12,"01:45 PM","https://www.meetup.com/Travel-and-Dinner-Group-for-Mature-Adults/","Sat","13:45:00"
"442","Food & Drink","Astoria Ladies dinner out and work out, fun and healthy!",167,"Astoria, NY",2016-04-03,NA,6,1,"Wine and Cheese at My House / Astoria/ Friday night 11/11!",5,2016-11-11,"07:00 PM","https://www.meetup.com/Ladies-dinner-out-and-work-out-fun-and-healthy/","Fri","19:00:00"
"443","Food & Drink","Wine Tasting ""School"" of New York and more!",251,"New York, NY",2007-09-20,12,91,1,"Montsant of Spain",6,2016-11-12,"07:00 PM","https://www.meetup.com/NYCwinetastingschool/","Sat","19:00:00"
"444","Food & Drink","V Rock! The Hoboken + Jersey City Vegetarian + Vegan Meetup",495,"Hoboken, NJ",2011-05-02,8,52,1,"PlantPure Communities Launch Event",6,2016-11-16,"05:30 PM","https://www.meetup.com/V-Rock/","Wed","17:30:00"
"445","Food & Drink","Revolutionary Raw Vegan Culinary Creators",1057,"New York, NY",2013-03-21,8,157,1,"SOLD OUT- 11:11 Twin Flame Activation & Full Moon Celebration",4,2016-11-11,"07:30 PM","https://www.meetup.com/Revolutionary-Raw-Vegan-Culinary-Creators/","Fri","19:30:00"
"446","Food & Drink","East Village Beer Meetup",116,"New York, NY",2016-09-28,NA,1,1,"East Village Pub Crawl",28,2016-11-18,"07:00 PM","https://www.meetup.com/East-Village-Beer-Meetup/","Fri","19:00:00"
"447","Food & Drink","Asian Dinners in the 5 Boroughs",111,"New York, NY",2016-10-17,NA,0,3,"Dinner at ARIYOSHI",6,2016-11-20,"07:00 PM","https://www.meetup.com/Asian-Dinners-in-the-5-Boroughs/","Sun","19:00:00"
"448","Food & Drink","The New York Raw Food Meetup Group",910,"New York, NY",2009-04-06,2,90,1,"SOLD OUT! 11:11 Twin Flame Activation & Full Moon Celebration",4,2016-11-11,"07:30 PM","https://www.meetup.com/rawforlife2/","Fri","19:30:00"
"449","Food & Drink","Komeeda: A Foodie Kommunity",689,"New York, NY",2013-02-05,4,66,2,"An Asian Brunch Adventure @ The Museum - A Six Course Experience",2,2016-11-13,"12:00 PM","https://www.meetup.com/komeeda/","Sun","12:00:00"
"450","Food & Drink","New York Happy Hour Meetup",1089,"New York, NY",2015-03-30,NA,636,54,"Private Wine Tasting w/ Complimentary Apps",8,2016-11-11,"07:00 PM","https://www.meetup.com/New-York-City-Happy-Hour-Meetup/","Fri","19:00:00"
"451","Food & Drink","""Manhattan Upscale Adventures""",5950,"New York, NY",2006-01-23,111,712,3,"Private Wine Tasting featuring mostly Italian Wines",3,2016-11-15,"07:00 PM","https://www.meetup.com/wineparty/","Tue","19:00:00"
"452","Food & Drink","Nippon Food Club of NYC",810,"New York, NY",2006-04-15,13,112,1,"The Dynamics of The Sumo World! The Ultimate Sumo Experience with Food and Sake",2,2016-11-16,"07:00 PM","https://www.meetup.com/NipponFoodClub/","Wed","19:00:00"
"453","Food & Drink","Food Entrepreneurs & Investors",781,"New York, NY",2013-04-30,NA,18,1,"Kosher Food Bloggers Conference",4,2016-11-16,"12:00 PM","https://www.meetup.com/Food-Entrepreneurs-Investors/","Wed","12:00:00"
"454","Food & Drink","New York City UFC Watch at Stout NYC FiDi",138,"New York, NY",2014-10-24,NA,16,1,"#UFCFightNight at Stout NYC FiDi ~ Join us for #UFC205",6,2016-11-12,"08:00 PM","https://www.meetup.com/New-York-City-UFC-Watch-at-Stout-NYC-FiDi/","Sat","20:00:00"
"455","Food & Drink","Cooking Class With The Shark",481,"New York, NY",2016-05-10,NA,14,1,"Group Cooking Lesson (Shrimp &  Scallop w/ Warm Citrus Sauce and Pasta)",1,2016-11-05,"02:00 PM","https://www.meetup.com/Group-Cooking-Lesson-With-The-Shark/","Sat","14:00:00"
"456","Food & Drink","NY Chocolate Meetup",67,"New York, NY",2016-10-18,NA,0,1,"An Evening of Chocolate Tasting and Knowledge",5,2016-12-07,"07:00 PM","https://www.meetup.com/NYC-Chocolate-Meetup/","Wed","19:00:00"
"457","Writing","Shut Up & Write! NYC",4712,"New York, NY",2010-09-13,94,997,43,"NYC Shut Up & Write Meetup! - Columbus Circle",6,2016-11-13,"08:00 PM","https://www.meetup.com/shutupandwriteNYC/","Sun","20:00:00"
"458","Writing","Jersey City Writers",863,"Jersey City, NJ",2009-08-10,34,919,49,"JCW FALL RETREAT",9,2016-11-11,"04:00 PM","https://www.meetup.com/The-Jersey-City-Writers-Meetup-Group/","Fri","16:00:00"
"459","Writing","NYC laid-back writing group",950,"New York, NY",2013-12-18,14,92,2,"Writing group meeting in Washington Heights",18,2016-11-17,"07:00 PM","https://www.meetup.com/nyc-laid-back-writing-group/","Thu","19:00:00"
"460","Writing","New York City Writers Critique Group",1252,"New York, NY",2014-10-03,21,40,6,"Monthly SATURDAY Meeting",7,2016-12-03,"01:45 PM","https://www.meetup.com/New-York-City-Writers-Critique-Group/","Sat","13:45:00"
"461","Writing","Astoria Writers Group",2112,"Long Island City, NY",2012-11-08,22,231,10,"Astoria Writers Write(!)",10,2016-11-13,"05:00 PM","https://www.meetup.com/astoriawritersgroup/","Sun","17:00:00"
"462","Writing","Screenwriting Workshop with Award Winning Screenwriter",4648,"New York, NY",2007-12-05,18,316,2,"Write Your Screenplay With Award Winning Screenwriter Jacob Krueger",9,2016-11-15,"07:00 PM","https://www.meetup.com/screenwriting/","Tue","19:00:00"
"463","Writing","The Poetry Table",537,"New York, NY",2013-11-06,16,186,11,"Poetry Table Open Mic Night",11,2016-11-14,"07:00 PM","https://www.meetup.com/The-Poetry-Table/","Mon","19:00:00"
"464","Writing","Innovative Geeks NYC",1129,"New York, NY",2012-05-04,10,157,8,"Brooklyn Writing Group",5,2016-11-13,"01:00 PM","https://www.meetup.com/InnovativegeeksNYC/","Sun","13:00:00"
"465","Writing","Dishing with Authors",138,"New York, NY",2016-02-12,6,2,1,"Let's dish!",11,2016-11-29,"06:45 PM","https://www.meetup.com/Dishing-with-Authors/","Tue","18:45:00"
"466","Writing","The NYC Fiction Writers Workshop Meetup Group",504,"New York, NY",2007-04-10,17,98,1,"We will workshop three manuscripts of 10 pages double spaced.",4,2016-11-17,"07:00 PM","https://www.meetup.com/writers-652/","Thu","19:00:00"
"467","Writing","Write Now Workshop",153,"New York, NY",2016-03-08,NA,20,4,"Join me!  All are welcome!",2,2016-11-15,"11:30 AM","https://www.meetup.com/Write-Now-Workshop/","Tue","11:30:00"
"468","Writing","Brooklyn Bestsellers",22,"Brooklyn, NY",2016-10-18,NA,1,1,"Write write write!",3,2016-11-19,"10:00 AM","https://www.meetup.com/Brooklyn-Bestsellers/","Sat","10:00:00"
"469","Writing","National Writers Union - New York Metropolitan Area",338,"New York, NY",2010-10-24,15,231,13,"Good Old - Old School Open Mic Hour (Plus)",1,2016-12-03,"02:00 PM","https://www.meetup.com/NationalWritersUnionNYC/","Sat","14:00:00"
"470","Writing","Weekly Playwrights' Workshop (w/ actors ""reading"")",224,"New York, NY",2014-05-01,7,124,10,"playwrights' workshop (w/ actors ""reading"")",1,2016-11-15,"07:00 PM","https://www.meetup.com/WeeklyPlaywrightsWorkshop/","Tue","19:00:00"
"471","Writing","Blog writing",176,"New York, NY",2015-11-25,3,10,6,"Blog Writing - Monthly Meetup",5,2016-12-07,"07:00 PM","https://www.meetup.com/Blog-writing/","Wed","19:00:00"
"472","Writing","Dancers Who Write, Writers Who Dance",55,"Brooklyn, NY",2016-06-14,NA,2,1,"Dance & Write It Out",6,2016-11-19,"11:00 AM","https://www.meetup.com/Dancers-Who-Write/","Sat","11:00:00"
"473","Writing","Harlem Neighborhood Writers",203,"New York, NY",2014-01-08,4,27,1,"NEXT MEETUP - SAT. NOV 19TH AT THE COUNTEE CULLEN BRANCH OF LIBRARY.",6,2016-11-19,"01:30 PM","https://www.meetup.com/Harlem-Neighborhood-Writers/","Sat","13:30:00"
"474","Writing","New York Poetry Meetup",22,"New York, NY",2016-09-15,NA,1,2,"Bring your favorite poems by others and/or bring your own",2,2016-11-18,"07:00 PM","https://www.meetup.com/meetup-group-ZkpFrJGy/","Fri","19:00:00"
"475","Writing","Emphatic Poetic",69,"Long Island City, NY",2016-06-02,1,13,3,"Po - So You Think You Know What It Means?",1,2016-11-14,"07:15 PM","https://www.meetup.com/Emphatic-Poetic/","Mon","19:15:00"
"476","Writing","Notes in the Slope",29,"Brooklyn, NY",2016-08-09,NA,3,8,"Notes in the Slope group discussion and notes",1,2016-11-20,"03:00 PM","https://www.meetup.com/Brooklyn-Brooklyn-Meetup/","Sun","15:00:00"
"477","Writing","Musical Theater Writers ""Of A Certain Age""",24,"New York, NY",2016-08-22,1,2,1,"(Re)Introduce ourselves and share a song, lyric, scene, or story",1,2016-11-21,"06:15 PM","https://www.meetup.com/Musical-Theater-Writers-Of-A-Certain-Age/","Mon","18:15:00"
"478","Writing","The Louis Reyes Rivera Writers Group Meetup",31,"Brooklyn, NY",2015-10-12,1,31,12,"The Louis Reyes Rivera Writers Workshop",3,2016-11-12,"02:30 PM","https://www.meetup.com/The-Louis-Reyes-Rivera-Writers-Group-Meetup/","Sat","14:30:00"
"479","Language & Culture","Mundo Lingo New York City | Language Socials",498,"Astoria, NY",2016-09-04,1,10,6,"Mundo Lingo (Queens #11)",60,2016-11-17,"07:00 PM","https://www.meetup.com/Mundo-Lingo-New-York-City-Language-Socials/","Thu","19:00:00"
"480","Language & Culture","NYC International Social Group",228,"Astoria, NY",2016-10-23,NA,1,11,"Queens Multilingual Happy Hour",52,2016-11-17,"07:00 PM","https://www.meetup.com/NY-International-Social-Group/","Thu","19:00:00"
"481","Language & Culture","Astoria French Conversation Meetup",318,"Astoria, NY",2014-03-08,7,68,11,"Film Festival with French movies, for info",5,2016-11-12,"08:30 PM","https://www.meetup.com/Astoria-French-Conversation-Meetup/","Sat","20:30:00"
"482","Language & Culture","Italian Literature Club: Astoria/Manhattan",18,"Astoria, NY",2014-01-13,2,244,22,"""Fiabe italiane"" di Italo Calvino (Volume 3)",1,2016-11-13,"12:30 PM","https://www.meetup.com/NYC-Circolo-Letterario-Italiano/","Sun","12:30:00"
"483","Language & Culture","Language Exchange NYC",13519,"New York, NY",2012-02-19,221,543,3,"Trip To The American Museum of Natural History (DINOSAURS) 10am-4pm Join Anytime",17,2016-11-12,"09:45 AM","https://www.meetup.com/LanguageNYC/","Sat","09:45:00"
"484","Language & Culture","NYC International Friends",2158,"New York, NY",2016-04-14,1,28,10,"Let's meet up and make friends!",40,2016-11-12,"07:00 PM","https://www.meetup.com/NYC-International-Meetup-20s-30s/","Sat","19:00:00"
"485","Language & Culture","! French New York City !",6805,"New York, NY",2011-10-12,74,825,35,"After Work Social",87,2016-11-11,"10:00 PM","https://www.meetup.com/frenchies/","Fri","22:00:00"
"486","Language & Culture","New York City German Culture Group",3195,"New York, NY",2003-02-11,78,293,12,"Free every Sunday: Watch a feature length episode of ""Tatort"" @ Paulaner NYC",5,2016-11-13,"07:45 PM","https://www.meetup.com/nyc-germanculture/","Sun","19:45:00"
"487","Language & Culture","The New York Spanish Language Meetup",10257,"New York, NY",2002-10-08,290,914,14,"TOTAL ACCELERATED LANGUAGE KICK-OFF (TALK) SESSIONS: BEGINNERS & INTERMEDIATES",16,2016-11-11,"06:30 PM","https://www.meetup.com/spanishconversation/","Fri","18:30:00"
"488","Language & Culture","Indian Desi Girls in New York & New Jersey Meetup",147,"New York, NY",2015-11-14,1,38,13,"Indians in NJ&NY Summer Meetup @ Hudson River Water Front",3,2016-11-12,"06:00 PM","https://www.meetup.com/DesiGirls/","Sat","18:00:00"
"489","Language & Culture","NYC English Conversation Meetup",1218,"New York, NY",2016-04-14,NA,32,21,"Let's meet up and practice speaking English!",4,2016-11-16,"06:00 PM","https://www.meetup.com/NYC-English-Speaking-Meetup/","Wed","18:00:00"
"490","Language & Culture","NYC Asian Meetup",979,"New York, NY",2015-01-15,7,542,70,"Hiking with Asian Friends, a beginners Hike in Long Island, only 3 seats left",19,2016-11-12,"10:00 AM","https://www.meetup.com/NYCAsianMeetup/","Sat","10:00:00"
"491","Language & Culture","Japan Night NYC?°Ô?Tokyo Olympics 2020",535,"New York, NY",2016-09-26,NA,2,1,"Japan Night NYC?°Ô?Tokyo Olympics 2020  #Mix Party with Asia Night 2016",66,2016-11-23,"07:00 PM","https://www.meetup.com/Japan-Night-NYC/","Wed","19:00:00"
"492","Language & Culture","?êJ-KURU?ëEnjoy Japanese Conversation!!",1832,"New York, NY",2014-05-23,7,700,23,"Evening Japanese Conversation!!",10,2016-11-11,"07:00 PM","https://www.meetup.com/j-kuru/","Fri","19:00:00"
"493","Language & Culture","NYC English Conversation Class",1330,"New York, NY",2015-03-31,2,47,20,"Let's meet up and practice speaking English!",6,2016-11-17,"06:00 PM","https://www.meetup.com/NYC-English-Language-Class-Meetup/","Thu","18:00:00"
"494","Language & Culture","The New York City Russian Language Meetup Group",3187,"New York, NY",2003-05-21,47,328,7,"The New York City Russian Language Meetup Group Monthly Meetup",9,2016-12-06,"06:30 PM","https://www.meetup.com/nycrussian/","Tue","18:30:00"
"495","Language & Culture","NYC English Conversation Club",476,"New York, NY",2016-09-11,NA,6,1,"Fun, Friendly, and Free Conversation",17,2016-11-11,"06:30 PM","https://www.meetup.com/nyc-english-club/","Fri","18:30:00"
"496","Language & Culture","! New York International Asian Meetup Group !",3900,"New York, NY",2013-07-12,2,278,26,"After Work Social",14,2016-11-11,"10:00 PM","https://www.meetup.com/nycasia/","Fri","22:00:00"
"497","Language & Culture","""The New York Asian Meetup Group""",4024,"New York, NY",2012-07-04,4,129,1,"Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!",114,2016-11-23,"06:00 PM","https://www.meetup.com/new-york-asian/","Wed","18:00:00"
"498","Language & Culture","NYC English Conversation Practice",179,"New York, NY",2016-10-17,NA,2,20,"Let's meet up and practice speaking English!",7,2016-11-15,"06:00 PM","https://www.meetup.com/NYC-English-Conversation-Practice/","Tue","18:00:00"
"499","Language & Culture","The English Lounge new york",1278,"New York, NY",2013-07-31,5,651,12,"[November 14th Monday] Conversation with our Lounge Friends!",4,2016-11-14,"03:00 PM","https://www.meetup.com/The-English-Lounge-new-york/","Mon","15:00:00"
"500","Language & Culture","NEW YORK ITALIANS",2141,"New York, NY",2010-08-12,57,335,1,"A Taste of Turin, Piedmont",8,2016-11-14,"07:00 PM","https://www.meetup.com/newyork-italians-org/","Mon","19:00:00"
"501","Language & Culture","NYC Black /African American / Caribbean Singles Events",1428,"New York, NY",2015-04-08,1,59,12,"Social Meet & Greet at Bowlmor Lanes ($25.00 per person)",25,2016-11-12,"12:00 PM","https://www.meetup.com/NYC-Black-African-American-Caribbean-Singles-Events/","Sat","12:00:00"
"502","Language & Culture","New York English Japanese ‰ºöË©±",379,"New York, NY",2016-07-24,NA,11,5,"Weekday evening English and Japanese practice!",10,2016-11-15,"07:00 PM","https://www.meetup.com/New-York-%E4%BC%9A%E8%A9%B1/","Tue","19:00:00"
