,Category,FoundedDate,Group reviews,Location,Past Meetups,Region,Upcoming Meetups,UpcommingEventDate,UpcommingEventGoing,UpcommingEventName,UpcommingEventTime,Worldwide,group,member,name
1765,Book Clubs,May 23 2016 ,2,New York,3,NY,,,,,,,Book Lovers,50,A New Community of Book Lovers - 50+
1766,Book Clubs,Jul 21 2016 ,,New York,,NY,,,,,,,Members,36,Book Clubbing With Gay Young Professionals
1767,Book Clubs,Aug 17 2016 ,3,New York,1,NY,,,,,,,Members,234,The Non-Book Book Club
1768,Book Clubs,Aug 28 2016 ,,New York,1,NY,,,,,,,Members,50,"Read, Meet, Repeat"
1769,Book Clubs,Aug 29 2016 ,,New York,1,NY,,,,,,,Chekhov Meetup,50,Reading Aloud and Discussing the plays of Chekhov
1770,Book Clubs,Aug 30 2016 ,,New York,,NY,,,,,,,,,New York Books and Wine
1771,Book Clubs,Sep 11 2016 ,,New York,1,NY,,,,,,,Members,40,UES New York Book Club Meetup
1772,Book Clubs,Nov 5 2016 ,,New York,,NY,1,Fri Jan 27,1 going,Fresh Friday Night Fiction,07:00 PM,,Members,18,Novel New York
1773,Book Clubs,Nov 10 2016 ,,New York,,NY,,Sun Nov 20,1 going,"Brunch and Brene Brown, ""The Power Of Vulnerability""",11:00 AM,,Upcoming Meetups,1,Brunch & Books: Bi-Weekly Book Club in NYC
1774,Book Clubs,Nov 11 2016 ,,New York,,NY,,Wed Nov 30,1 going,Drum-Taps by Walt Whitman,07:00 PM,,Upcoming Meetups,1,The Trump Era Book Club
1775,Dance,Aug 10 2014 ,4,Astoria,139,NY,,,,,,,Swing Dance Enthusiasts,"1,068",Swing Dance Astoria & LIC Meetup
1776,Dance,Mar 15 2016 ,,Astoria,79,NY,26,Tue Nov 15,1 going,Advanced Beginner Salsa Class,08:00 PM,,Salseros,416,Sol Dance Center Dance Studio
1777,Dance,Apr 21 2009 ,2,Astoria,9,NY,,,,,,,Dancers,82,Traditional Malaysian Dance by Esther DeCew
1778,Dance,Aug 18 2008 ,107,New York,"2,332",NY,115,Sat Nov 26,1 going,Salsamania Saturdays- Birthday Celebration for Dj Alex el Maestro,07:00 PM,,Salsa New Yorker,"12,755",Salsa New York
1779,Dance,Jan 7 2012 ,15,New York,525,NY,25,Wed Nov 16,10 going,Cuban Salsa & Rueda de Casino Classes!,07:00 PM,,Casiner@s y Timber@s,"2,929",Cuban Salsa New York
1780,Dance,Mar 11 2010 ,69,New York,77,NY,2,Fri Nov 18,20 going,National TV Show Mickey Birthday Flash Mob!,05:30 AM,,Flash Mobbers,"9,050",Flash Mob America (New York)
1781,Dance,Sep 18 2015 ,,New York,131,NY,18,Sat Nov 19,2 going,Bachata Class & Social Dancing,10:00 PM,,Dancers,"2,131",New York Social Dance Parties & Classes Meetup
1782,Dance,Jan 15 2007 ,28,New York,"1,581",NY,19,Sun Nov 13,10 going,"Vounteer At St Xavier's Church Welcome Kitchen - Feed the Homeless, Good Karma!",11:00 AM,,Adventure Seekers,"4,972","Mini Adventures For Free - Hiking, Dancing, Sports & More"
1783,Dance,Apr 8 2009 ,10,New York,487,NY,1,,,,,,Dance Fans,"1,679",NYC Latin & Ballroom Dance
1784,Dance,Jun 28 2013 ,5,New York,139,NY,7,Fri Nov 11,23 going,NYC Salsa @ SOB's Salsa Groove Fridays!! FREE Lesson and drink specials.,07:00 PM,,Party People,784,NYC Salsa
1785,Dance,Jun 6 2011 ,3,New York,987,NY,96,Sat Nov 12,12 going,Learn How To Dance Salsa & Bachata @ Croton Lounge (Includes After Party),07:30 PM,,New to Dance,"2,308",NYC New to Dance Meetup Group
1786,Dance,Dec 21 2004 ,74,New York,"1,096",NY,15,Sun Nov 13,5 going,Swing Dance Lessons @ the JCC levels 102 & 103,07:30 PM,,Swing Dancers,"3,920",New York City Swing Dance Group
1787,Dance,Mar 13 2009 ,6,New York,233,NY,14,Mon Nov 14,1 going,DCBX Excellence Awards,06:00 PM,,Bachateros & Bachateras,"2,507",NYC Bachata Meet Up - Bachata in New York City!
1788,Dance,Mar 9 2014 ,13,New York,232,NY,9,Fri Dec 9,15 going,"Carlos Fortune, Bendetta Wright & Friends Stepping Weekend in NYC",06:00 PM,,Steppers,652,Empire Steppers
1789,Dance,Jan 5 2008 ,20,New York,416,NY,2,Wed Nov 16,11 going,Rebel Salute Launch Party in NY with special Guest Queen Ifrika!,06:00 PM,,True D/R Supporters,"1,025",Dancehall & Reggae Alliance
1790,Dance,Nov 19 2012 ,4,New York,92,NY,12,Sun Dec 4,8 going,"The Kizomba Room - Every 1st, 3rd and 5th Sunday!",07:30 PM,,Kizombeir@s,"1,357",Kizomba in New York City!
1791,Dance,Apr 18 2010 ,58,New York,113,NY,1,Thu Nov 17,13 going,R&B Line Dance workshop in Midtown,06:00 PM,,Line Dancers,"2,073",Empire Line Dancers(NYC)
1792,Dance,Feb 8 2016 ,,New York,90,NY,62,Sat Nov 12,13 going,Learn How To Dance Salsa & Bachata @ Croton Lounge (Includes After Party),07:30 PM,,Members,712,NYC Dance for Lunch
1793,Dance,Jun 10 2012 ,8,New York,278,NY,10,Fri Nov 11,3 going,Latin Music Dance Extravaganza,10:00 PM,,Dancers,643,"Salsa, Reggaeton & Latin Dance Meetup"
1794,Dance,Jan 25 2013 ,,New York,150,NY,13,Tue Nov 22,4 going,BachataTuesdays! - Every 2nd and 4th Tuesday - FREE ADMISSION - FREE CLASS 7PM,07:00 PM,,Bachater@s,737,Bachata in New York City!
1795,Dance,Feb 18 2015 ,2,New York,303,NY,2,Fri Nov 11,3 going,Bachatamania NYC New & Hottest Bachata Social,08:30 PM,,Salsamaniacs,"2,202",Salsamania NYC
1796,Dance,Oct 22 2003 ,42,New York,538,NY,1,Wed Nov 23,105 going,Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!,06:00 PM,,Members,"2,252",The New York Latin Social Group
1797,Dance,Jan 17 2006 ,15,New York,437,NY,10,Fri Nov 11,28 going,"There is one thing we MUST do: TODAY & DANCE, EMBRACE",07:30 PM,,Tango Dancers,"1,813",New York Tango
1798,Dance,Dec 14 2009 ,8,New York,243,NY,4,Fri Nov 11,1 going,Qioet Clubbing At Studio Square,10:00 PM,,members,"4,519",GET YOUR DANCE ON NYC!
1799,Dance,Jul 10 2013 ,,New York,367,NY,64,Sat Nov 12,11 going,Learn How To Dance Salsa & Bachata @ Croton Lounge (Includes After Party),07:30 PM,,Members,783,NYC Club Dancing Meetup Group
1800,Dance,Apr 16 2015 ,1,Jersey City,511,NJ,69,Sat Nov 12,3 going,Salsa on 1 (LA Style) Dance Class - Beg/Int Level,11:30 AM,,Dance Fans,"1,125","Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!"
1801,Dance,Jul 12 2016 ,,New York,4,NY,,,,,,,Members,269,BRUNCHATA NYC
1802,Dance,Oct 13 2016 ,,New York,1,NY,,,,,,,Members,83,Queens Salsa Dancing Lesson Live Band Meetup
1803,Dance,Nov 2 2015 ,,New York,51,NY,10,Fri Nov 11,7 going,Friday Night Blues NYC,08:30 PM,,Dancers,497,Friday Night Blues NYC
1804,Dance,Aug 16 2009 ,21,New York,343,NY,9,Thu Nov 17,17 going,The New York Scottish Country Dancing Meetup Group Weekly Meetup,07:30 PM,,Scottish Country Dancers,382,The New York Scottish Country Dancing Meetup Group
1805,Dance,Aug 21 2012 ,8,Ridgefield,654,NJ,89,Sat Nov 12,1 going,Salsita Saturday's,01:00 PM,,Salseros,"1,334","Peak Latin Dancing group in Bergen County, (Ridgefield) NJ"
1806,Dance,Mar 7 2016 ,1,New York,36,NY,1,Tue Dec 13,7 going,New Beginner Level 1 Salsa Cycle (Dec 13th),08:00 PM,,salsa students,954,Salsa Classes for Absolute Beginners
1807,Dance,Feb 16 2010 ,4,New York,"1,390",NY,40,Sat Nov 12,3 going,Ballet Basics for Adult Humans,10:00 AM,,"Dancers, Ballet Lovers,","1,186",Ballet Basics for Adult Humans
1808,Dance,Jun 22 2011 ,8,New York,361,NY,,,,,,,Dancers,841,NYC Dance Events
1809,Dance,Jan 9 2014 ,3,New York,215,NY,2,Sat Nov 12,3 going,"Waltzes, Medleys, and Contras (oh my!)",03:00 PM,,Contra & English country dancers,556,Country Dance New York
1810,Dance,May 15 2015 ,,New York,14,NY,10,Wed Nov 23,1 going,Swing class in Midtown,08:30 PM,,Milo's Guests,231,New York Swing Dancing Meetup
1811,Dance,Oct 14 2016 ,,Jersey City,,NJ,1,Sat Dec 3,11 going,Argentine Tango Dance Lesson,02:00 PM,,Members,50,Tango Kin - Jersey City Argentine Tango
1812,Dance,Oct 21 2016 ,,Brooklyn,,NY,1,Sat Nov 12,15 going,Miguelina's Gift Senior Gala,05:00 PM,,Members,31,Miguelina's Gift Senior Gala
1813,Dance,Jun 16 2010 ,6,New York,168,NY,5,Mon Nov 14,1 going,Bachata Classes level 1,06:30 PM,,"dancers, bachata, dominican,","1,900","BACHATA NEW YORK Classes, Workshops,Parties & Special offers"
1814,Dance,May 4 2015 ,,New York,169,NY,21,Fri Nov 11,1 going,Argentine TANGO Class & Milonga - Empire Milonga,08:30 PM,,fun people,889,New York Social Dancing Meetup
1815,Dance,Sep 12 2007 ,6,New York,677,NY,24,Sun Nov 13,2 going,"Las Chicas Locas - Bachata, Salsa & More! Dance lessons & Social Dancing!",05:00 PM,,Salsa Fans,"1,213",NEW YORK SALSA GROUP
1816,Dance,Sep 11 2009 ,17,New York,335,NY,10,Mon Nov 14,11 going,Join us for enjoyable Scottish country dancing-no prior experience needed!,07:00 PM,,Dancers,290,Scotia Scottish Country Dancers
1817,Dance,Jul 14 2011 ,21,New York,101,NY,1,Sun Nov 13,3 going,"Sock Hop Sundays! 50's/60's Music & Dance Party! Sunday, Nov 13",07:00 PM,,Sock Hoppers,534,Sock Hop Sundays
1818,Dance,Jan 6 2013 ,,New York,273,NY,10,Fri Nov 11,3 going,International Music Celebration!,10:00 PM,,Friends,379,International Dance & Music Meetup
1819,Dance,Feb 1 2016 ,5,New York,49,NY,,,,,,,Partner Dance Club members,636,NYC Social Partner Dance Club Meetup
1820,Dance,Aug 12 2003 ,30,Jersey City,"1,567",NJ,20,Mon Nov 14,5 going,Jersey City Belly Dance Classes Resume this Monday!,08:00 PM,,Bellydancers & Enthusiasts!,447,Jersey City ~ Hoboken Bellydance Meetup
1821,Dance,Jul 8 2009 ,3,Jersey City,124,NJ,2,Fri Nov 11,6 going,So You Think You Can Dance with Jack Samuel Gill !!,07:00 PM,,BFunkers,763,Naach Xpress- Dance and Exercise the Bollywood way!
1822,Dance,Oct 17 2013 ,,New York,318,NY,20,Mon Nov 14,1 going,"NYC tango & folklore meetup on Monday night, classes & dancing 'til 1:15am!",07:30 PM,,NYC tango and Argentine folklore,533,Tango meetup night in NYC with classes and dancing
1823,Dance,Jul 5 2015 ,,New York,30,NY,1,Sat Nov 19,52 going,BACHATA UNDERGROUND- Special Event! Hookah & Moroccan Food!,10:00 PM,,Bachateros,199,Bachadura Social Club
1824,Dance,Apr 23 2016 ,,Astoria,45,NY,50,Mon Nov 14,1 going,ZUMBA Fitness!,07:00 PM,,dancers,61,Astoria Dance Classes
1825,Dance,Sep 12 2016 ,,New York,17,NY,11,Wed Nov 16,1 going,SENSUAL BACHATA CLASS / BEGINNER INT.,08:15 PM,,Miembros,215,Meetup de Música latina en Nueva York
1826,Dance,May 20 2013 ,2,New York,178,NY,10,Wed Nov 16,2 going,5Rhythms® RHYTHM BODY,08:00 PM,,Mighty Spirit Movers,208,5Rhythms® Rhythm Body
1827,Dance,Oct 19 2015 ,1,Ridgefield,236,NJ,44,Sat Nov 12,2 going,Salsita Saturdays,01:00 PM,,"Salsa, Dancers, Bachata, Latin",637,Bergen County Salsa Dance Lessons Meetup (in Ridgefield)
1828,Dance,May 3 2016 ,1,New York,12,NY,2,,,,,,Dancing Divas,279,"NYC: *SASSY* Dance Classes for Women (Hip-Hop, Heels, Jazz)"
1829,Dance,Sep 20 2016 ,,New York,24,NY,5,Sun Nov 13,2 going,Sunday Class,01:00 PM,,Members,63,RnnL Dance Group - NYC
1830,Dance,Oct 30 2016 ,1,New York,2,NY,9,Thu Nov 17,2 going,'Points & Pints' Scottish Dancing and Pub Gathering,08:00 PM,,Members,20,'Points & Pints' Scottish Dancing and Pub Gathering
1831,Dance,May 27 2008 ,6,New York,415,NY,20,,,,,,Salsa & Bachata Lovers,849,New York City Salsa & Bachata Dancing
1832,Dance,Jan 15 2010 ,4,New York,435,NY,1,Sun Nov 13,2 going,"Sock Hop Sundays! 50's/60's Music & Dance Party! Sunday, Nov 13",07:00 PM,,Swing Dancers,"1,005",NYC Swing Dancing
1833,Dance,Sep 26 2012 ,1,Jersey City,92,NJ,1,Fri Nov 11,6 going,So You Think You Can Dance With JSG?,07:00 PM,,Bollywood Funk Jersey City Fans,529,Bollywood Funk NYC Dance School - Jersey City
1834,Dance,Mar 22 2014 ,,New York,195,NY,8,Sat Nov 12,2 going,Youth Dance Program: Winter Cycle Nov 12- Dec 10,12:00 PM,,Salseros,"2,029","SALSA NEW YORK Classes, Workshops, Parties & Special Offers"
1835,Dance,Sep 30 2014 ,2,New York,292,NY,10,Wed Nov 16,3 going,Join TeamNYC for NEW SEASON - perform at Barclays Center!,08:30 PM,,ProAm DanceTeam NYC Members,392,ProAm Dance Team - The Best Dance Team in USA - TEAMNYC
1836,Dance,Jan 14 2016 ,1,New York,52,NY,1,Tue Dec 13,2 going,New Beginner Level 1 Salsa Cycle (Dec 13th),08:00 PM,,Students,450,Salsa Classes for Beginners
1837,Dance,Jan 26 2016 ,,New York,49,NY,1,Tue Dec 13,4 going,New Beginner Level 1 Salsa Cycle (Dec 13th),08:00 PM,,students,"1,406",Salsa Classes For First Timers
1838,Dance,Apr 28 2016 ,,New York,40,NY,31,Sat Nov 12,1 going,Let's dance in the beautiful Island of Martinique,08:00 AM,,Salsa Dancers,99,Life Is Now NYC Meetup
1839,Dance,Aug 8 2016 ,1,New York,5,NY,,,,,,,Members,25,NY HumanRiddims Meetup
1840,Dance,Nov 5 2016 ,,New York,,NY,1,Sat Nov 19,5 going,RSVP for a Dance class,04:00 AM,,Members,50,New York Salsa Meetup
1841,Dance,Jan 14 2007 ,16,New York,89,NY,,,,,,,Barn Dancers,788,NYC Barn Dance
1842,Dance,May 26 2008 ,3,New York,738,NY,17,Wed Nov 16,2 going,Free Latin Music Afterwork  Weekly Mixer,06:00 PM,,New Friends,688,Salsa Dance NYC Students & Teachers Meetup
1843,Dance,Jul 17 2008 ,1,New York,106,NY,2,,,,,,Dancers,"1,956",NYC Dance Parties & Beyond plus Dance Calendars
1844,Dance,Aug 15 2008 ,7,New York,61,NY,1,,,,,,Ballroom/Latin Dance-Lovers!,541,New York Ballroom and Latin Dancing Meetup Group
1845,Dance,Sep 8 2008 ,16,New York,258,NY,1,Sat Nov 19,6 going,Tango Workshop + Drinks afterwards,06:00 PM,,Tango Dancers or Dance Lovers,"1,213","""NYC Tango & Wine Lover"""
1846,Dance,Mar 6 2013 ,9,New York,"1,101",NY,63,Fri Nov 11,8 going,Private Wine Tasting w/ Complimentary Apps,07:00 PM,,Dancers,388,Bellydance USA!
1847,Dance,Feb 3 2014 ,3,New York,70,NY,,,,,,,Members,408,"""Dance Tango in NYC!"""
1848,Dance,Sep 26 2014 ,,New York,115,NY,11,Fri Nov 11,1 going,Sexy Birthday Singles Party!,10:00 PM,,VIP members,177,Birthday Party Network!
1849,Dance,Mar 22 2015 ,1,New York,20,NY,3,Fri Nov 11,4 going,Let's meetup and contra dance.,07:00 PM,,contra dancers,330,NYC Village Contra - Gender Role Free Contra Dance Meetup
1850,Dance,May 1 2015 ,,New York,223,NY,56,Sat Nov 12,2 going,12-Week WCS PERFORMANCE class with Sophie!,11:30 AM,,Westie New Yorkers,122,West Coast Swing New York
1851,Dance,Mar 9 2016 ,,New York,28,NY,6,Sat Nov 12,3 going,ucanduit Beginner Hip Hop Dance Class,05:00 PM,,Dancers,421,Beginner Hip Hop Dance Classes NYC
1852,Dance,May 19 2016 ,,New York,18,NY,1,Tue Dec 13,2 going,New Beginner Level 1 Salsa Cycle (Dec 13th),08:00 PM,,Salsa enthusiast,386,Affordable Salsa Classes for Absolute Beginners
1853,Dance,Jun 30 2016 ,,New York,48,NY,,,,,,,Members,200,Dance Cardio
1854,Dance,Nov 6 2016 ,,New York,,NY,1,Thu Dec 1,3 going,dance.,08:00 PM,,Members,19,Freedom Street Dance
1855,Dance,Jun 19 2003 ,23,New York,"1,230",NY,20,Sat Nov 12,1 going,(Class Discontinued)Saturday Baladi Beat Belly Dance Class,02:00 PM,,Bellydancers/Shimmy Sisters,379,NYC Bellydance Meetup!
1856,Dance,May 4 2010 ,1,New York,77,NY,,,,,,,CHILDREN OF THE NIGHT,602,Rave Meetup
1857,Dance,Jan 8 2013 ,4,Edgewater,177,NJ,10,Tue Nov 15,1 going,Salsa Night & Dance Party,07:30 PM,,Dance Enthusiasts,891,"Latin&Ballroom Dance Parties/Events Edgewater, NJ"
1858,Dance,Mar 19 2013 ,,New York,325,NY,32,Sat Nov 12,1 going,Salsa - Group Class,04:00 PM,,Dance friends,40,Dance4people
1859,Dance,Nov 5 2013 ,,Edgewater,316,NJ,10,Fri Nov 11,1 going,New Milonga on the Hudson - Every Friday!,08:00 PM,,Tango lovers,45,Argentine Tango Dancers Northern New Jersey
1860,Dance,May 6 2014 ,,New York,12,NY,6,Sun Nov 13,3 going,The Hustle Room at Las Chicas Locas! 2nd and 4th Sundays,07:30 PM,,Hustle Dancers,208,Hustle in New York City
1861,Dance,Jul 31 2014 ,,New York,3,NY,1,,,,,,Members,"1,415","Bachata, Salsa, Samba, and S. American Meetup of New York!"
1862,Dance,Dec 23 2014 ,4,New York,129,NY,10,Sat Nov 12,1 going,Rawson Tango Practica,02:00 PM,,Dancers,613,New York Tango Practica Meetup - Rebecca Hosts
1863,Dance,Dec 25 2014 ,,West New York,10,NJ,,,,,,,Tangueros / Tangueras,78,Ultimate Tango New Jersey Meetup
1864,Dance,Jan 29 2015 ,,New York,352,NY,48,Sat Nov 12,1 going,Intro Class for couples,02:00 PM,,Passion Seekers,622,NYC Date Nights Out
1865,Dance,Jun 16 2015 ,3,New York,21,NY,1,Sat Nov 12,3 going,Post-Election Ecstatic Freestyle Dance at The Barefoot Boogie NYC!,08:00 PM,,Dancers,241,The Barefoot Boogie
1866,Dance,Jul 14 2015 ,,New York,12,NY,,,,,,,Members,776,"NOSTALGIA MIX-LIVE MUSIC DANCING, SALSA, CUBAN, BA"
1867,Dance,Aug 25 2015 ,,New York,122,NY,2,Fri Nov 11,1 going,Bachatamania NYC New & Hottest Bachata Social,08:30 PM,,Salsainnyc Addicts,"1,026",Salsainnyc.com
1868,Dance,Aug 29 2015 ,,New York,144,NY,2,Fri Nov 11,3 going,Bachatamania NYC New & Hottest Bachata Social,08:30 PM,,BachataManiacs,743,BachataMania
1869,Dance,May 6 2016 ,,New York,17,NY,10,Sat Nov 12,1 going,Lets get our Sexy on!,07:15 PM,,Sexy Ladies,166,New York Burlesque Dance Classes
1870,Dance,Sep 5 2016 ,1,New York,7,NY,10,Mon Nov 14,1 going,Dance the Soca Dance sets,08:00 PM,,Members,91,The Soca Dance Experience
1871,Dance,Sep 13 2016 ,,New York,2,NY,,,,,,,Members,160,Having Fun the Salsa Experience
1872,Dance,Feb 6 2008 ,9,New York,589,NY,12,Sat Nov 12,2 going,"""Saturday Night Special"" Dance Party at Club 412",08:00 PM,,Ballroom Dancers,252,The New York Ballroom Dance Meetup
1873,Dance,Jun 16 2008 ,5,New York,439,NY,,,,,,,Dancers,565,NEW YORK SALSA MEETUP
1874,Dance,Nov 21 2008 ,,New York,48,NY,,,,,,,Tango Dancers,55,celebrate tango
1875,Pets,May 11 2015 ,,Astoria,2,NY,,,,,,,Gay Astoria Dog Owners,50,Astoria Gay Dog Walking (Astoria Park)
1876,Pets,Oct 7 2016 ,,New York,1,NY,,,,,,,Members,144,NYC Pet Tech Meetup
1877,Pets,Mar 27 2004 ,65,New York,"1,015",NY,3,Sun Nov 20,17 going,Canada Goose Protest hosted NYC United For Animals,01:00 PM,,Animal Voices,"2,434",NYC Animal Rights
1878,Pets,Oct 8 2002 ,51,New York,395,NY,7,,,,,,"Pugs, Pug Parents and Pug Lovers","1,183",The NYC Pug Meetup Group
1879,Pets,Jun 1 2006 ,18,New York,78,NY,1,,,,,,Rabbit Owners,497,The New York Rabbit Meetup Group
1880,Pets,Oct 8 2002 ,67,New York,135,NY,6,,,,,,Dachshund Lovers,"1,398",The New York City Dachshund Meetup Group
1881,Pets,Sep 15 2006 ,59,Brooklyn,38,NY,,,,,,,Griffon Lovers & Owners,617,NYC Brussels Griffon and Affenpinscher Meetup
1882,Pets,Jan 22 2007 ,14,New York,796,NY,20,Sat Nov 12,3 going,Small Dog Playdate,01:45 PM,,Small Dog Pet Parents,"1,580",The NYC Small Dog Social Group
1883,Pets,Mar 3 2006 ,22,New York,544,NY,3,Sun Nov 13,1 going,NYC Cav meetup Riverside Park 72nd Sunday 12pm ,12:00 PM,,Cavalier Lovers,109,NY & NJ Cavalier King Charles Spaniel Meetup
1884,Pets,Dec 23 2002 ,36,New York,156,NY,2,Sat Nov 12,3 going,November Beagle MeetUp: Madison Square Park Dog Run,01:00 PM,,Beagle Lovers,563,The Beagle Pack!
1885,Pets,Oct 21 2002 ,71,New York,276,NY,1,,,,,,Chihuahua Pawrents,980,The New York City Chihuahua Nation Meetup Group
1886,Pets,Mar 16 2006 ,66,New York,106,NY,1,Sat Nov 19,15 going,Pre-Thanksgiving Meetup 2016,12:00 PM,,Boston Terriers and their Humans,"1,237",The New York Boston Terrier Meetup Group
1887,Pets,Sep 7 2006 ,29,New York,78,NY,,,,,,,Havanese Lovers,623,The NYC Havanese Playgroup
1888,Pets,Feb 2 2012 ,29,Hoboken,203,NJ,1,,,,,,Pack Members,228,Positive Pittie Pack Walk
1889,Pets,Feb 26 2015 ,1,New York,43,NY,1,,,,,,NYC Huskies!,134,NYC Siberian Husky Club
1890,Pets,Feb 25 2004 ,38,New York,167,NY,7,,,,,,Pomeranian Owners & Lovers,560,The New York City Pomeranian Meetup Group
1891,Pets,Mar 29 2006 ,33,New York,121,NY,1,,,,,,Italian Greyhound Enthusiasts,693,The NYC Italian Greyhound Playgroup
1892,Pets,Nov 28 2007 ,24,New York,88,NY,1,,,,,,Lower Manhattan Small Dog Owners,561,Lower Manhattan Small Dog Meet-up Group
1893,Pets,Apr 11 2016 ,,New York,12,NY,2,,,,,,BarkHappy NYC Pack Members,168,New York BarkHappy Dog Meetup
1894,Pets,Jan 22 2006 ,26,New York,101,NY,1,Sat Dec 3,5 going,"ANNUAL HOLIDAY PARTY SATURDAY DECEMBER 3,2016 12-2 PM",12:00 PM,,Small Dog Owners,766,The NYC Small Dog Playgroup
1895,Pets,Sep 9 2016 ,,New York,1,NY,2,Wed Nov 16,7 going,Feral Love - film about local NYC feral caretaker and musician,07:00 PM,,Members,55,"Manhattan Feral Cat TNR, Caretakers and Rescue Groups"
1896,Pets,Aug 23 2004 ,18,New York,124,NY,1,Sun Nov 13,5 going,November 2016 New York City Basenji Meetup,10:00 AM,,Basenji Lovers,208,New York City Basenji Meetup
1897,Pets,Jun 24 2009 ,9,Brooklyn,637,NY,11,Sun Dec 4,1 going,FRISBEE CATCHING! for any size dog!,01:00 PM,,Dog Parents,"1,340","Brooklyn & ""Beyond"" Dog & Puppy Fun Times"
1898,Pets,Sep 3 2016 ,,New York,,NY,1,Sun Nov 13,6 going,Free seminar on diagnosing and treating Canine PTSD.,04:00 PM,,Members,36,Manhattan Dog Training Club
1899,Pets,Sep 7 2006 ,8,New York,"1,415",NY,61,Sat Nov 12,1 going,Puppy Play Date,12:30 PM,,Active Dog Owners,"1,209",The NYC Dog Fun & Events Group
1900,Pets,Sep 8 2006 ,13,New York,"4,629",NY,98,Sat Nov 12,2 going,Breed MeetUps -- $20 includes coffee & wine,07:00 PM,,PfPers,662,Plans for Pups (PfP) -- We have plans for pups!
1901,Pets,Jul 21 2006 ,7,New York,"1,256",NY,40,,,,,,Puppy Owners,632,The NYC Puppy Meetup Group
1902,Pets,Nov 21 2009 ,3,New York,237,NY,18,Sun Nov 13,1 going,Ride on the beautiful Old Westbury trails,10:00 AM,,Riders,494,NYC Horseback Riders
1903,Pets,May 27 2015 ,,New York,24,NY,,,,,,,Upcoming Meetups,1,Urban UniSammies - Dog Scootering on Unicycles
1904,Pets,Oct 13 2016 ,,New York,1,NY,,,,,,,Members,12,Newport Jersey City Small Dog Meetup
1905,Pets,May 14 2003 ,26,New York,103,NY,,,,,,,Pet Rat Owners & Lovers,657,The New York City Rat Meetup Group
1906,Pets,Jul 28 2006 ,10,New York,29,NY,,,,,,,Dog Agility Enthusiasts,298,The NYC Agility Meetup Group
1907,Pets,Feb 9 2014 ,4,New York,27,NY,1,Sun Dec 18,4 going,Holiday season celebration,03:00 PM,,Humans and their Parrot Friends,65,New York Parrot Playgroup
1908,Pets,Mar 24 2016 ,,New York,,NY,,,,,,,Past Meetups,2,New York Small Dog Lovers Meetup
1909,Pets,Apr 11 2016 ,,New York,1,NY,,,,,,,Brooklyn disk doggers,12,Brooklyn disk dogs
1910,Pets,Sep 1 2016 ,,New York,45,NY,,Mon Nov 14,1 going,Jogging with doggies,07:30 AM,,Upcoming Meetups,9,Six Legged Run!
1911,Pets,Oct 22 2016 ,,New York,,NY,,,,,,,Downtown Dachshunds and friends,13,Downtown Dachshunds and Friends
1912,Pets,Oct 22 2003 ,35,New York,448,NY,1,,,,,,"NYC Pits & People, Dog Lovers","2,003",NYC Pit Bull Group
1913,Pets,Oct 22 2003 ,40,New York,137,NY,,,,,,,MALTESE DOGS & CARING PARENTS,516,THE NEW YORK CITY MALTESE MEETUP GROUP
1914,Pets,Nov 5 2003 ,24,New York,158,NY,7,Sat Dec 3,5 going,The New York City Miniature Pinscher Meetup Group Monthly Meetup,02:00 PM,,Miniature Pinscher Members,358,The New York City Miniature Pinscher Meetup Group
1915,Pets,Oct 8 2002 ,21,New York,77,NY,,,,,,,People Owned by Shih Tzu's,589,The New York City Shih Tzu Meetup Group
1916,Pets,Apr 2 2006 ,15,New York,45,NY,,,,,,,Puggle Owners and Lovers,537,The New York Puggles Meetup Group
1917,Pets,Jun 15 2006 ,47,New York,500,NY,1,Sun Nov 13,5 going,Shiba College..,10:45 AM,,Shiba-Owned Humans,607,NYC Shiba Inus and their Human Companions(NE Shibaholics).
1918,Pets,Jun 21 2006 ,11,New York,56,NY,,,,,,,Toy Dog Lovers,263,The New York Toy Dog Play Group
1919,Pets,Aug 23 2006 ,15,New York,73,NY,1,Sat Jun 10,1 going,Mickey's Mile Dog Walk (Dutchess County),10:00 AM,,WOWsers!,206,With Our Westies! (WOW!)
1920,Pets,Sep 11 2006 ,22,New York,51,NY,,,,,,,Papillon Lovers,164,The NYC Papillon Playgroup
1921,Pets,Sep 13 2006 ,30,New York,71,NY,,,,,,,English Bulldog Owners,947,BULLDOGS of NEW YORK CITY
1922,Pets,Jan 11 2007 ,12,New York,33,NY,,,,,,,NYNJAs,489,New York/New Jersey Animators Meetup Group
1923,Pets,Jan 22 2007 ,1,New York,47,NY,,,,,,,Dog Agility Enthusiasts,77,The Brooklyn Dog Agility Meetup Group
1924,Pets,Apr 26 2007 ,10,New York,31,NY,,,,,,,Small Breed Dog Lovers,351,The NYC East Side Small Dog Group
1925,Pets,Nov 23 2007 ,15,New York,26,NY,3,,,,,,Cat Owners/Cats Who Own People,812,The New York City Cat Meetup Group
1926,Pets,Dec 24 2007 ,10,New York,"1,433",NY,,,,,,,Kibble n Barkers,184,Kibble n Bark - The Dish on Dogs!
